
RankLib1 : 0m30,243s
RankLib2 : 0m29,981s
RankLib3 : 0m29,860s
RankLib4 : 0m29,874s
RankLib5 : 0m30,003s
RankLib6 : 0m29,903s
RankLib7 : 0m29,479s
RankLib8 : 0m30,117s
RankLib9 : 0m29,662s
RankLib10 : 0m29,434s
RankLib11 : 0m54,903s
RankLib12 : 0m55,917s
RankLib13 : 0m54,754s
RankLib14 : 0m55,609s
RankLib15 : 0m55,038s
RankLib16 : 0m57,410s
RankLib17 : 0m55,972s
RankLib18 : 0m56,284s
RankLib19 : 0m56,975s
RankLib20 : 0m58,793s
RankLib21 : 1m21,041s
RankLib22 : 1m20,259s
RankLib23 : 1m21,813s
RankLib24 : 1m23,621s
RankLib25 : 1m21,367s
RankLib26 : 1m27,966s
RankLib27 : 1m23,894s
RankLib28 : 1m22,718s
RankLib29 : 1m23,669s
RankLib30 : 1m24,025s
RankLib31 : 1m47,989s
RankLib32 : 1m47,077s
RankLib33 : 1m49,294s
RankLib34 : 1m46,729s
RankLib35 : 1m49,449s
RankLib36 : 1m51,245s
RankLib37 : 1m51,035s
RankLib38 : 1m48,509s
RankLib39 : 1m49,947s
RankLib40 : 1m50,095s
