
ltr4l1 : 0m13,010s
ltr4l2 : 0m14,328s
ltr4l3 : 0m12,956s
ltr4l4 : 0m14,270s
ltr4l5 : 0m12,993s
ltr4l6 : 0m14,318s
ltr4l7 : 0m13,092s
ltr4l8 : 0m14,381s
ltr4l9 : 0m13,000s
ltr4l10 : 0m14,358s
ltr4l11 : 0m12,926s
ltr4l12 : 0m14,351s
ltr4l13 : 0m52,653s
ltr4l14 : 0m58,896s
ltr4l15 : 0m52,365s
ltr4l16 : 0m59,436s
ltr4l17 : 0m52,590s
ltr4l18 : 0m59,273s
ltr4l19 : 0m52,774s
ltr4l20 : 0m59,176s
ltr4l21 : 0m52,502s
ltr4l22 : 0m59,493s
ltr4l23 : 0m53,375s
ltr4l24 : 0m59,655s
ltr4l25 : 1m15,016s
ltr4l26 : 4m32,305s
ltr4l27 : 1m34,639s
ltr4l28 : 10m59,450s
ltr4l29 : 1m19,679s
ltr4l30 : 4m47,573s
ltr4l31 : 1m14,653s
ltr4l32 : 4m9,953s
ltr4l33 : 1m35,786s
ltr4l34 : 5m37,477s
ltr4l35 : 1m22,616s
ltr4l36 : 4m43,351s
ltr4l37 : 1m14,960s
ltr4l38 : 4m31,760s
ltr4l39 : 1m34,666s
ltr4l40 : 10m43,786s
ltr4l41 : 1m18,394s
ltr4l42 : 4m42,028s
ltr4l43 : 1m15,593s
ltr4l44 : 4m7,322s
ltr4l45 : 1m34,975s
ltr4l46 : 5m34,302s
ltr4l47 : 1m21,016s
ltr4l48 : 4m35,364s
ltr4l49 : 1m15,924s
ltr4l50 : 4m45,832s
ltr4l51 : 1m33,646s
ltr4l52 : 10m28,283s
ltr4l53 : 1m19,597s
ltr4l54 : 4m49,202s
ltr4l55 : 1m16,265s
ltr4l56 : 4m3,493s
ltr4l57 : 1m35,263s
ltr4l58 : 5m27,394s
ltr4l59 : 1m21,944s
ltr4l60 : 4m38,999s
ltr4l61 : 1m15,965s
ltr4l62 : 4m31,661s
ltr4l63 : 1m34,325s
ltr4l64 : 5m38,462s
ltr4l65 : 1m23,946s
ltr4l66 : 4m54,665s
ltr4l67 : 1m11,925s
ltr4l68 : 4m11,678s
ltr4l69 : 1m35,876s
ltr4l70 : 5m22,145s
ltr4l71 : 1m14,828s
ltr4l72 : 4m51,950s
ltr4l73 : 1m15,943s
ltr4l74 : 4m27,975s
ltr4l75 : 1m34,483s
ltr4l76 : 5m21,058s
ltr4l77 : 1m23,976s
ltr4l78 : 4m6,712s
ltr4l79 : 1m13,852s
ltr4l80 : 3m56,100s
ltr4l81 : 1m35,130s
ltr4l82 : 5m21,404s
ltr4l83 : 1m27,188s
ltr4l84 : 4m11,006s
ltr4l85 : 1m15,126s
ltr4l86 : 4m44,107s
ltr4l87 : 1m34,197s
ltr4l88 : 5m23,300s
ltr4l89 : 1m24,299s
ltr4l90 : 4m6,139s
ltr4l91 : 1m9,067s
ltr4l92 : 4m12,711s
ltr4l93 : 1m35,388s
ltr4l94 : 5m18,134s
ltr4l95 : 1m15,653s
ltr4l96 : 4m57,823s
ltr4l97 : 6m10,111s
ltr4l98 : 22m23,286s
ltr4l99 : 7m39,586s
ltr4l100 : 74m29,183s
ltr4l101 : 6m16,812s
ltr4l102 : 23m52,929s
ltr4l103 : 5m29,221s
ltr4l104 : 18m12,950s
ltr4l105 : 7m44,033s
ltr4l106 : 26m45,590s
ltr4l107 : 6m21,760s
ltr4l108 : 20m43,176s
ltr4l109 : 6m4,703s
ltr4l110 : 21m39,708s
ltr4l111 : 7m44,698s
ltr4l112 : 72m54,560s
ltr4l113 : 6m30,265s
ltr4l114 : 23m14,392s
ltr4l115 : 5m26,870s
ltr4l116 : 18m25,577s
ltr4l117 : 7m44,807s
ltr4l118 : 26m37,537s
ltr4l119 : 6m31,527s
ltr4l120 : 21m40,260s
ltr4l121 : 6m10,840s
ltr4l122 : 22m0,454s
ltr4l123 : 7m44,430s
ltr4l124 : 72m22,405s
ltr4l125 : 6m31,605s
ltr4l126 : 22m50,639s
ltr4l127 : 5m30,723s
ltr4l128 : 18m14,727s
ltr4l129 : 7m46,211s
ltr4l130 : 26m56,930s
ltr4l131 : 6m11,847s
ltr4l132 : 21m27,069s
ltr4l133 : 6m5,527s
ltr4l134 : 22m14,759s
ltr4l135 : 7m43,900s
ltr4l136 : 26m29,701s
ltr4l137 : 6m56,051s
ltr4l138 : 24m35,675s
ltr4l139 : 6m14,141s
ltr4l140 : 21m12,908s
ltr4l141 : 6m29,511s
ltr4l142 : 26m21,769s
ltr4l143 : 7m9,849s
ltr4l144 : 25m1,903s
ltr4l145 : 6m5,742s
ltr4l146 : 21m23,300s
ltr4l147 : 7m45,609s
ltr4l148 : 26m34,654s
ltr4l149 : 6m42,340s
ltr4l150 : 24m36,577s
ltr4l151 : 6m13,332s
ltr4l152 : 22m12,817s
ltr4l153 : 6m26,936s
ltr4l154 : 25m42,182s
ltr4l155 : 7m9,878s
ltr4l156 : 20m43,351s
ltr4l157 : 6m5,385s
ltr4l158 : 21m39,366s
ltr4l159 : 7m38,992s
ltr4l160 : 26m19,978s
ltr4l161 : 6m54,928s
ltr4l162 : 24m31,785s
ltr4l163 : 6m10,321s
ltr4l164 : 21m35,389s
ltr4l165 : 6m48,592s
ltr4l166 : 25m52,683s
ltr4l167 : 7m9,753s
ltr4l168 : 20m21,431s
