
RankLib1 : 0m29,490s
RankLib2 : 0m29,639s
RankLib3 : 0m29,287s
RankLib4 : 0m28,909s
RankLib5 : 0m28,764s
RankLib6 : 0m29,077s
RankLib7 : 0m29,124s
RankLib8 : 0m29,368s
RankLib9 : 0m28,806s
RankLib10 : 0m28,785s
RankLib11 : 0m54,937s
RankLib12 : 0m55,980s
RankLib13 : 0m54,542s
RankLib14 : 0m54,194s
RankLib15 : 0m53,656s
RankLib16 : 0m55,229s
RankLib17 : 0m55,485s
RankLib18 : 0m55,573s
RankLib19 : 0m55,752s
RankLib20 : 0m55,881s
RankLib21 : 1m20,696s
RankLib22 : 1m19,249s
RankLib23 : 1m20,053s
RankLib24 : 1m20,650s
RankLib25 : 1m20,420s
RankLib26 : 1m20,978s
RankLib27 : 1m21,596s
RankLib28 : 1m23,197s
RankLib29 : 1m23,086s
RankLib30 : 1m20,828s
RankLib31 : 1m48,159s
RankLib32 : 1m46,637s
RankLib33 : 1m46,798s
RankLib34 : 1m46,230s
RankLib35 : 1m45,367s
RankLib36 : 1m48,813s
RankLib37 : 1m47,317s
RankLib38 : 1m47,394s
RankLib39 : 1m47,790s
RankLib40 : 1m48,491s
