
RankLib1 : 0m28,414s
RankLib2 : 0m28,776s
RankLib3 : 0m28,577s
RankLib4 : 0m28,903s
RankLib5 : 0m28,497s
RankLib6 : 0m29,079s
RankLib7 : 0m29,187s
RankLib8 : 0m29,193s
RankLib9 : 0m29,059s
RankLib10 : 0m29,233s
RankLib11 : 0m54,643s
RankLib12 : 0m55,420s
RankLib13 : 0m55,546s
RankLib14 : 0m54,861s
RankLib15 : 0m54,156s
RankLib16 : 0m55,445s
RankLib17 : 0m56,420s
RankLib18 : 0m54,994s
RankLib19 : 0m55,810s
RankLib20 : 0m55,797s
RankLib21 : 1m21,492s
RankLib22 : 1m19,436s
RankLib23 : 1m20,630s
RankLib24 : 1m19,676s
RankLib25 : 1m20,008s
RankLib26 : 1m20,939s
RankLib27 : 1m21,096s
RankLib28 : 1m21,675s
RankLib29 : 1m22,195s
RankLib30 : 1m22,380s
RankLib31 : 1m47,344s
RankLib32 : 1m49,978s
RankLib33 : 1m45,717s
RankLib34 : 1m47,497s
RankLib35 : 1m47,337s
RankLib36 : 1m46,753s
RankLib37 : 1m46,598s
RankLib38 : 1m48,041s
RankLib39 : 1m46,972s
RankLib40 : 1m48,127s
