
ltr4l1 : 0m12,764s
ltr4l2 : 0m13,967s
ltr4l3 : 0m12,683s
ltr4l4 : 0m13,979s
ltr4l5 : 0m12,582s
ltr4l6 : 0m14,171s
ltr4l7 : 0m12,677s
ltr4l8 : 0m14,013s
ltr4l9 : 0m12,699s
ltr4l10 : 0m14,073s
ltr4l11 : 0m12,638s
ltr4l12 : 0m14,033s
ltr4l13 : 0m51,983s
ltr4l14 : 0m58,456s
ltr4l15 : 0m52,160s
ltr4l16 : 0m58,799s
ltr4l17 : 0m52,169s
ltr4l18 : 0m58,555s
ltr4l19 : 0m51,940s
ltr4l20 : 0m58,103s
ltr4l21 : 0m51,541s
ltr4l22 : 0m58,732s
ltr4l23 : 0m51,699s
ltr4l24 : 0m58,529s
ltr4l25 : 1m14,308s
ltr4l26 : 4m26,393s
ltr4l27 : 1m33,376s
ltr4l28 : 8m22,116s
ltr4l29 : 1m19,611s
ltr4l30 : 4m32,682s
ltr4l31 : 1m12,499s
ltr4l32 : 4m6,648s
ltr4l33 : 1m34,188s
ltr4l34 : 5m25,143s
ltr4l35 : 1m19,238s
ltr4l36 : 4m36,020s
ltr4l37 : 1m15,355s
ltr4l38 : 4m30,388s
ltr4l39 : 1m32,472s
ltr4l40 : 7m28,687s
ltr4l41 : 1m20,969s
ltr4l42 : 4m58,031s
ltr4l43 : 1m12,072s
ltr4l44 : 4m12,454s
ltr4l45 : 1m33,649s
ltr4l46 : 5m22,456s
ltr4l47 : 1m20,970s
ltr4l48 : 4m38,899s
ltr4l49 : 1m14,096s
ltr4l50 : 4m46,771s
ltr4l51 : 1m32,447s
ltr4l52 : 6m41,431s
ltr4l53 : 1m19,304s
ltr4l54 : 4m45,564s
ltr4l55 : 1m12,792s
ltr4l56 : 4m8,340s
ltr4l57 : 1m33,698s
ltr4l58 : 5m21,819s
ltr4l59 : 1m23,378s
ltr4l60 : 4m47,710s
ltr4l61 : 1m15,315s
ltr4l62 : 4m38,885s
ltr4l63 : 1m32,560s
ltr4l64 : 5m23,028s
ltr4l65 : 1m11,414s
ltr4l66 : 4m57,113s
ltr4l67 : 1m14,720s
ltr4l68 : 3m54,113s
ltr4l69 : 1m33,962s
ltr4l70 : 5m11,634s
ltr4l71 : 1m13,858s
ltr4l72 : 4m57,392s
ltr4l73 : 1m14,319s
ltr4l74 : 4m21,768s
ltr4l75 : 1m32,500s
ltr4l76 : 5m21,286s
ltr4l77 : 1m23,507s
ltr4l78 : 4m51,707s
ltr4l79 : 1m12,657s
ltr4l80 : 3m50,249s
ltr4l81 : 1m33,804s
ltr4l82 : 5m4,309s
ltr4l83 : 1m26,229s
ltr4l84 : 4m7,647s
ltr4l85 : 1m14,177s
ltr4l86 : 4m24,251s
ltr4l87 : 1m32,696s
ltr4l88 : 5m22,798s
ltr4l89 : 1m23,575s
ltr4l90 : 4m48,400s
ltr4l91 : 1m14,889s
ltr4l92 : 3m52,514s
ltr4l93 : 1m26,106s
ltr4l94 : 5m8,390s
ltr4l95 : 1m25,939s
ltr4l96 : 4m56,444s
ltr4l97 : 6m1,354s
ltr4l98 : 21m9,002s
ltr4l99 : 15m1,542s
ltr4l100 : 67m54,516s
ltr4l101 : 6m15,363s
ltr4l102 : 22m33,673s
ltr4l103 : 5m18,839s
ltr4l104 : 18m3,328s
ltr4l105 : 7m40,255s
ltr4l106 : 25m46,382s
ltr4l107 : 6m21,390s
ltr4l108 : 22m7,046s
ltr4l109 : 6m7,732s
ltr4l110 : 21m53,154s
ltr4l111 : 15m19,332s
ltr4l112 : 68m23,848s
ltr4l113 : 6m31,591s
ltr4l114 : 23m1,229s
ltr4l115 : 5m19,427s
ltr4l116 : 17m53,647s
ltr4l117 : 7m45,909s
ltr4l118 : 26m29,657s
ltr4l119 : 6m16,889s
ltr4l120 : 22m10,163s
ltr4l121 : 6m2,211s
ltr4l122 : 21m32,717s
ltr4l123 : 9m42,262s
ltr4l124 : 67m13,867s
ltr4l125 : 6m23,658s
ltr4l126 : 23m35,633s
ltr4l127 : 5m20,068s
ltr4l128 : 18m23,933s
ltr4l129 : 7m39,393s
ltr4l130 : 26m27,577s
ltr4l131 : 6m29,108s
ltr4l132 : 21m17,120s
ltr4l133 : 6m3,330s
ltr4l134 : 21m49,150s
ltr4l135 : 7m39,381s
ltr4l136 : 26m13,643s
ltr4l137 : 6m50,970s
ltr4l138 : 24m23,322s
ltr4l139 : 6m9,012s
ltr4l140 : 20m37,121s
ltr4l141 : 6m22,095s
ltr4l142 : 25m19,658s
ltr4l143 : 7m6,377s
ltr4l144 : 25m7,532s
ltr4l145 : 6m1,454s
ltr4l146 : 21m34,439s
ltr4l147 : 7m39,509s
ltr4l148 : 26m33,980s
ltr4l149 : 6m52,614s
ltr4l150 : 23m17,331s
ltr4l151 : 6m0,737s
ltr4l152 : 20m41,006s
ltr4l153 : 6m47,298s
ltr4l154 : 25m42,480s
ltr4l155 : 6m1,124s
ltr4l156 : 24m35,801s
ltr4l157 : 6m1,734s
ltr4l158 : 21m50,189s
ltr4l159 : 7m34,322s
ltr4l160 : 26m19,240s
ltr4l161 : 7m3,289s
ltr4l162 : 24m11,834s
ltr4l163 : 6m11,596s
ltr4l164 : 18m38,971s
ltr4l165 : 6m30,354s
ltr4l166 : 26m6,199s
ltr4l167 : 7m5,394s
ltr4l168 : 24m30,486s
