
RankLib1 : 0m7,573s
RankLib2 : 0m7,463s
RankLib3 : 0m7,526s
RankLib4 : 0m7,514s
RankLib5 : 0m7,446s
RankLib6 : 0m7,528s
RankLib7 : 0m7,595s
RankLib8 : 0m7,465s
RankLib9 : 0m7,570s
RankLib10 : 0m7,383s
RankLib11 : 0m14,192s
RankLib12 : 0m13,870s
RankLib13 : 0m14,112s
RankLib14 : 0m13,810s
RankLib15 : 0m13,861s
RankLib16 : 0m14,125s
RankLib17 : 0m14,319s
RankLib18 : 0m14,431s
RankLib19 : 0m14,285s
RankLib20 : 0m14,211s
RankLib21 : 0m20,848s
RankLib22 : 0m20,226s
RankLib23 : 0m20,463s
RankLib24 : 0m20,153s
RankLib25 : 0m20,342s
RankLib26 : 0m20,383s
RankLib27 : 0m20,585s
RankLib28 : 0m20,355s
RankLib29 : 0m21,032s
RankLib30 : 0m20,647s
RankLib31 : 0m25,949s
RankLib32 : 0m26,389s
RankLib33 : 0m26,776s
RankLib34 : 0m26,349s
RankLib35 : 0m25,903s
RankLib36 : 0m26,798s
RankLib37 : 0m26,819s
RankLib38 : 0m26,783s
RankLib39 : 0m26,828s
RankLib40 : 0m27,211s
