epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4435,0.4302,0.4186,0.4076,0.3951,0.3874,0.3833,0.3762,0.371,0.3666,0.39794999999999997,0.0006150645000000006,0.3825,0.3856,0.3857,0.3909,0.3936,0.3989,0.4044,0.4094,0.4149,0.4212,0.39871,0.00016056089999999995
500,0.001,0.3,linear,,,,,0.473,0.4405,0.4313,0.4169,0.409,0.3992,0.3916,0.3854,0.3794,0.3772,0.41034999999999994,0.0008472884999999998,0.4028,0.3951,0.4033,0.4052,0.4099,0.4136,0.4177,0.4236,0.428,0.4356,0.41348,0.00014572559999999988
500,0.001,0.5,sigmoid,,,,,0.4582,0.4361,0.4235,0.414,0.4024,0.394,0.3877,0.3823,0.3758,0.3719,0.40458999999999995,0.0007109608999999997,0.3907,0.3891,0.3944,0.3992,0.403,0.4086,0.413,0.419,0.4235,0.4303,0.40708,0.00018193360000000005
500,0.001,0.5,linear,,,,,0.471,0.4469,0.4336,0.4186,0.4069,0.3994,0.3936,0.3857,0.3795,0.3749,0.41101,0.0008847009,0.4022,0.3986,0.4047,0.4068,0.4094,0.4151,0.4205,0.4246,0.4292,0.4353,0.41464,0.00013723440000000005
500,0.075,0.3,sigmoid,,,,,0.4749,0.4469,0.429,0.4172,0.411,0.4017,0.3951,0.3899,0.3829,0.378,0.4126600000000001,0.0008370023999999998,0.4054,0.4029,0.4043,0.407,0.4119,0.4162,0.4209,0.4267,0.4314,0.438,0.41647,0.00013761610000000022
500,0.075,0.3,linear,,,,,0.4366,0.4145,0.4064,0.3963,0.3933,0.3846,0.3783,0.3705,0.3659,0.3613,0.39076999999999995,0.0005036220999999996,0.3717,0.3729,0.3792,0.3831,0.3897,0.394,0.3983,0.4028,0.4085,0.4144,0.39146000000000003,0.00019566639999999994
500,0.075,0.5,sigmoid,,,,,0.4759,0.4454,0.4284,0.4172,0.4112,0.402,0.3954,0.3901,0.3836,0.3789,0.41281,0.0008246189000000001,0.4058,0.4016,0.404,0.407,0.4117,0.4161,0.4214,0.4264,0.4316,0.4388,0.41644,0.0001453484
500,0.075,0.5,linear,,,,,0.4336,0.4145,0.3995,0.3911,0.386,0.3794,0.3744,0.3679,0.3612,0.357,0.38646,0.0005245923999999999,0.3668,0.3714,0.3739,0.379,0.3843,0.3895,0.3949,0.399,0.4037,0.4094,0.38719000000000003,0.00018872489999999988
1000,0.001,0.3,sigmoid,,,,,0.4503,0.44,0.4254,0.4174,0.4063,0.3968,0.3891,0.384,0.3778,0.3751,0.40621999999999997,0.0006228715999999997,0.3854,0.3913,0.3945,0.4005,0.4042,0.4087,0.4125,0.4181,0.4225,0.4301,0.40678000000000003,0.0001849115999999998
1000,0.001,0.3,linear,,,,,0.472,0.44,0.429,0.4179,0.4083,0.3986,0.3925,0.3863,0.3814,0.3775,0.41035000000000005,0.0008041184999999996,0.4018,0.3939,0.4001,0.4045,0.4084,0.4125,0.4173,0.4233,0.4289,0.4354,0.41261000000000003,0.00016279490000000013
1000,0.001,0.5,sigmoid,,,,,0.4631,0.4341,0.4294,0.4142,0.4081,0.3972,0.3909,0.384,0.3811,0.3762,0.40783,0.0006933241000000001,0.3982,0.3871,0.396,0.3993,0.4057,0.4089,0.4137,0.4183,0.4269,0.4332,0.40873,0.0001884140999999999
1000,0.001,0.5,linear,,,,,0.471,0.4454,0.431,0.4164,0.4083,0.3995,0.3932,0.3863,0.3806,0.3761,0.4107799999999999,0.0008420675999999998,0.4028,0.399,0.4028,0.4046,0.4092,0.4145,0.4201,0.4248,0.4296,0.4357,0.41430999999999996,0.00014546689999999978
1000,0.075,0.3,sigmoid,,,,,0.4769,0.4444,0.4277,0.4159,0.4112,0.4022,0.395,0.3893,0.3838,0.3788,0.41251999999999994,0.0008319216000000002,0.4074,0.401,0.4035,0.4058,0.4116,0.416,0.4207,0.4258,0.4315,0.4384,0.41617,0.00014384609999999997
1000,0.075,0.3,linear,,,,,0.4366,0.4149,0.4068,0.3965,0.3937,0.3845,0.3787,0.3702,0.3663,0.3609,0.39091,0.0005079949,0.371,0.3732,0.3798,0.3831,0.3902,0.3942,0.3987,0.4031,0.4093,0.4146,0.39172,0.00020079360000000018
1000,0.075,0.5,sigmoid,,,,,0.4759,0.4454,0.4284,0.4152,0.4112,0.4017,0.3956,0.3895,0.3837,0.3783,0.41249,0.0008294088999999999,0.4071,0.4026,0.4036,0.4056,0.4113,0.4155,0.4201,0.4259,0.4316,0.4382,0.41615,0.0001393824999999997
1000,0.075,0.5,linear,,,,,0.4326,0.413,0.3982,0.3913,0.3858,0.3794,0.3742,0.3677,0.3612,0.3571,0.38605,0.0005045444999999997,0.3658,0.3696,0.3723,0.3783,0.3836,0.389,0.3944,0.3984,0.4031,0.4089,0.38634,0.00019787239999999976
300,0.0025,0.5,linear,relu,1,100,0.65,0.4572,0.4444,0.4333,0.4199,0.4138,0.4043,0.397,0.3902,0.382,0.3782,0.41203,0.0006414101000000003,0.3917,0.3975,0.4037,0.4073,0.4135,0.4186,0.4229,0.4288,0.4325,0.4389,0.41554,0.00021787240000000009
300,0.0025,0.5,linear,relu,1,100,0.8,0.4572,0.443,0.4274,0.4142,0.4045,0.3961,0.3885,0.3832,0.3771,0.3721,0.40632999999999997,0.0007425321,0.3897,0.3959,0.3985,0.4004,0.4055,0.411,0.4158,0.4211,0.4263,0.4326,0.40968,0.00017888359999999998
300,0.0025,0.5,linear,relu,2,100,0.65,0.4651,0.443,0.43,0.4194,0.4104,0.3995,0.3916,0.3853,0.3757,0.3701,0.40901,0.0008431129000000004,0.3963,0.3995,0.4033,0.4069,0.4124,0.4161,0.42,0.4245,0.4275,0.4325,0.41390000000000005,0.00013660599999999997
300,0.0025,0.5,linear,relu,2,100,0.8,0.4454,0.4253,0.4123,0.4031,0.3927,0.3866,0.3833,0.3772,0.3731,0.3691,0.39681,0.0005470389000000005,0.3845,0.3786,0.3808,0.3857,0.3892,0.3947,0.4012,0.4072,0.4133,0.42,0.39552,0.0001845535999999999
