epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4661,0.4464,0.4326,0.4226,0.4114,0.4012,0.3925,0.3843,0.3774,0.371,0.41055,0.0008768565000000002,0.4005,0.4032,0.4111,0.417,0.4212,0.4248,0.4291,0.4334,0.438,0.4426,0.42209,0.00018286289999999984
100,0.001,0.01,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
100,0.001,0.1,Identity,,,,0.4651,0.4464,0.4333,0.4226,0.412,0.4012,0.3923,0.3842,0.3775,0.3708,0.41053999999999996,0.0008712964000000004,0.3995,0.403,0.4114,0.417,0.4214,0.4249,0.429,0.4334,0.4381,0.4425,0.42202,0.00018717959999999982
100,0.001,0.1,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
100,0.001,0.3,Identity,,,,0.4651,0.4464,0.433,0.4226,0.4122,0.4012,0.3923,0.3841,0.3774,0.3708,0.41051000000000004,0.0008711909000000001,0.3995,0.403,0.4113,0.417,0.4215,0.4249,0.4291,0.4333,0.438,0.4425,0.42201000000000005,0.00018697489999999986
100,0.001,0.3,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
100,0.075,0.01,Identity,,,,0.4425,0.4218,0.4038,0.4024,0.3904,0.3817,0.3749,0.3698,0.3658,0.3619,0.3915,0.0006169539999999999,0.3769,0.3784,0.3796,0.3899,0.3929,0.3967,0.4029,0.4094,0.4158,0.4239,0.39664000000000005,0.00023843639999999983
100,0.075,0.01,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
100,0.075,0.1,Identity,,,,0.4425,0.4218,0.4038,0.4024,0.3904,0.3817,0.3749,0.3698,0.3658,0.3619,0.3915,0.0006169539999999999,0.3769,0.3784,0.3796,0.3899,0.3929,0.3967,0.4029,0.4094,0.4158,0.4239,0.39664000000000005,0.00023843639999999983
100,0.075,0.1,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
100,0.075,0.3,Identity,,,,0.4425,0.4218,0.4038,0.4024,0.3904,0.3817,0.3749,0.3698,0.3658,0.3619,0.3915,0.0006169539999999999,0.3769,0.3784,0.3796,0.3899,0.3929,0.3967,0.4029,0.4094,0.4158,0.4239,0.39664000000000005,0.00023843639999999983
100,0.075,0.3,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
500,0.001,0.01,Identity,,,,0.4641,0.4459,0.4336,0.4228,0.4116,0.4007,0.392,0.3842,0.378,0.3707,0.41036,0.0008582304000000004,0.3979,0.4022,0.4117,0.4172,0.4211,0.4245,0.4287,0.4331,0.4384,0.4426,0.42173999999999995,0.00019697840000000005
500,0.001,0.01,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
500,0.001,0.1,Identity,,,,0.4641,0.4459,0.4336,0.4228,0.4116,0.4007,0.392,0.3841,0.378,0.3707,0.41035000000000005,0.0008587545000000004,0.3979,0.4022,0.4117,0.4172,0.4211,0.4245,0.4287,0.4331,0.4384,0.4426,0.42173999999999995,0.00019697840000000005
500,0.001,0.1,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
500,0.001,0.3,Identity,,,,0.4641,0.4459,0.4336,0.4228,0.4116,0.4007,0.392,0.3843,0.378,0.3707,0.41037,0.0008577081000000006,0.3979,0.4022,0.4117,0.4172,0.4211,0.4245,0.4287,0.4332,0.4384,0.4426,0.42175,0.00019720650000000002
500,0.001,0.3,Sigmoid,,,,0.1308,0.1863,0.2137,0.2247,0.2366,0.2461,0.2516,0.2523,0.2554,0.2568,0.22543000000000002,0.0014465281000000001,0.1052,0.1548,0.1752,0.1875,0.2016,0.2155,0.2243,0.2323,0.2411,0.2488,0.19863,0.0017729841
