epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4602,0.4484,0.4395,0.4299,0.4201,0.4086,0.4033,0.3993,0.394,0.3903,0.41936,0.0005292204000000002,0.3835,0.3926,0.3958,0.3993,0.4013,0.4048,0.4096,0.4139,0.4179,0.4262,0.40449,0.0001460489000000001
100,0.001,0.01,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
100,0.001,0.1,Identity,,,,0.4602,0.4484,0.4395,0.4292,0.4201,0.4086,0.4033,0.3986,0.3943,0.3906,0.41928,0.0005273976000000002,0.3835,0.3936,0.396,0.399,0.4015,0.405,0.4098,0.4136,0.4182,0.4272,0.40474,0.00014848640000000006
100,0.001,0.1,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
100,0.001,0.3,Identity,,,,0.4602,0.4484,0.4395,0.4307,0.4201,0.4086,0.4029,0.3986,0.394,0.39,0.41929999999999995,0.000536878,0.3835,0.3926,0.3962,0.3998,0.4015,0.405,0.4095,0.4135,0.418,0.4258,0.40454,0.0001424763999999999
100,0.001,0.3,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
100,0.075,0.01,Identity,,,,0.292,0.2965,0.2979,0.2979,0.2962,0.2965,0.2971,0.2998,0.3019,0.3015,0.29772999999999994,7.454100000000023e-06,0.2389,0.2515,0.2593,0.2646,0.2706,0.2772,0.2846,0.2933,0.2995,0.3054,0.27449,0.00041831690000000005
100,0.075,0.01,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
100,0.075,0.1,Identity,,,,0.292,0.2965,0.2979,0.2979,0.2962,0.2965,0.2971,0.2998,0.3019,0.3015,0.29772999999999994,7.454100000000023e-06,0.2389,0.2515,0.2593,0.2646,0.2706,0.2772,0.2846,0.2933,0.2995,0.3054,0.27449,0.00041831690000000005
100,0.075,0.1,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
100,0.075,0.3,Identity,,,,0.292,0.2965,0.2979,0.2979,0.2962,0.2965,0.2971,0.2998,0.3019,0.3015,0.29772999999999994,7.454100000000023e-06,0.2389,0.2515,0.2593,0.2646,0.2706,0.2772,0.2846,0.2933,0.2995,0.3054,0.27449,0.00041831690000000005
100,0.075,0.3,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
500,0.001,0.01,Identity,,,,0.4602,0.4484,0.4385,0.4285,0.4206,0.409,0.4037,0.3986,0.3946,0.3903,0.41924,0.0005203584000000001,0.3835,0.3926,0.3955,0.3983,0.4016,0.4049,0.4097,0.4134,0.4183,0.426,0.40438,0.0001469415999999999
500,0.001,0.01,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
500,0.001,0.1,Identity,,,,0.4602,0.4484,0.4385,0.4285,0.4206,0.409,0.4037,0.3986,0.3946,0.3903,0.41924,0.0005203584000000001,0.3835,0.3926,0.3955,0.3983,0.4016,0.4049,0.4097,0.4134,0.4183,0.426,0.40438,0.0001469415999999999
500,0.001,0.1,Sigmoid,,,,0.1357,0.2006,0.2311,0.2412,0.256,0.2576,0.2583,0.2625,0.2645,0.2687,0.23762,0.0015285696000000002,0.118,0.1711,0.1952,0.2066,0.2199,0.2265,0.2331,0.2417,0.2493,0.2574,0.21188,0.0015872476000000004
