epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4484,0.4248,0.4179,0.3953,0.3894,0.3795,0.3751,0.3687,0.3635,0.3602,0.39228,0.0007752716000000001,0.3717,0.3736,0.3811,0.3782,0.3864,0.3909,0.3978,0.4046,0.4118,0.4187,0.39147999999999994,0.0002387096000000003
100,0.001,0.01,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
100,0.001,0.1,Identity,,,,0.4484,0.4248,0.4179,0.3968,0.3894,0.38,0.3746,0.3695,0.3635,0.3605,0.39254,0.0007712004000000005,0.3717,0.3736,0.3811,0.3786,0.3865,0.3914,0.3977,0.4058,0.4119,0.4197,0.39180000000000004,0.00024654600000000016
100,0.001,0.1,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
100,0.001,0.3,Identity,,,,0.4484,0.4248,0.4179,0.396,0.3894,0.38,0.3751,0.3695,0.3638,0.3602,0.39251,0.0007690109000000002,0.3717,0.3736,0.3811,0.3784,0.3864,0.3913,0.3979,0.4059,0.4128,0.4189,0.3918,0.000247014
100,0.001,0.3,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
100,0.075,0.01,Identity,,,,0.4248,0.4056,0.3943,0.3827,0.3711,0.3633,0.3633,0.3573,0.3527,0.3487,0.37638000000000005,0.0005620396,0.3559,0.3562,0.3595,0.3651,0.37,0.3743,0.3833,0.3885,0.3939,0.4008,0.37474999999999997,0.00023553649999999985
100,0.075,0.01,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
100,0.075,0.1,Identity,,,,0.4248,0.4056,0.3943,0.3827,0.3711,0.3633,0.3633,0.3573,0.3527,0.3487,0.37638000000000005,0.0005620396,0.3559,0.3562,0.3595,0.3651,0.37,0.3743,0.3833,0.3885,0.3939,0.4008,0.37474999999999997,0.00023553649999999985
100,0.075,0.1,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
100,0.075,0.3,Identity,,,,0.4248,0.4056,0.3943,0.3827,0.3711,0.3633,0.3633,0.3573,0.3527,0.3487,0.37638000000000005,0.0005620396,0.3559,0.3562,0.3595,0.3651,0.37,0.3743,0.3833,0.3885,0.3939,0.4008,0.37474999999999997,0.00023553649999999985
100,0.075,0.3,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
500,0.001,0.01,Identity,,,,0.4513,0.4248,0.4159,0.3953,0.3888,0.381,0.3755,0.3684,0.3628,0.3602,0.39239999999999997,0.0007997159999999995,0.3746,0.3736,0.3801,0.378,0.3861,0.3913,0.3979,0.4043,0.4114,0.4186,0.39159,0.00022825690000000018
500,0.001,0.01,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
500,0.001,0.1,Identity,,,,0.4513,0.4248,0.4159,0.3953,0.3888,0.381,0.3755,0.3684,0.3628,0.3602,0.39239999999999997,0.0007997159999999995,0.3746,0.3736,0.3801,0.378,0.3861,0.3913,0.3979,0.4043,0.4114,0.4186,0.39159,0.00022825690000000018
500,0.001,0.1,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
500,0.001,0.3,Identity,,,,0.4513,0.4248,0.4159,0.3953,0.3888,0.381,0.3755,0.3684,0.3628,0.3602,0.39239999999999997,0.0007997159999999995,0.3746,0.3736,0.3801,0.378,0.3861,0.3913,0.3979,0.4043,0.4114,0.4186,0.39159,0.00022825690000000018
500,0.001,0.3,Sigmoid,,,,0.1032,0.1652,0.2045,0.2176,0.2218,0.2276,0.2389,0.2397,0.2432,0.2454,0.21071,0.0018017948999999999,0.0855,0.133,0.1622,0.1793,0.1891,0.199,0.2115,0.2198,0.2293,0.2375,0.18462,0.0019999975999999997
