epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4602,0.444,0.4415,0.4307,0.4195,0.4095,0.3982,0.3912,0.3854,0.3805,0.41607000000000005,0.0006786921000000001,0.3992,0.4009,0.4152,0.4189,0.4215,0.4274,0.4309,0.4374,0.4417,0.448,0.42411000000000004,0.0002386249000000001
100,0.001,0.01,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.1,Identity,,,,0.4602,0.444,0.4415,0.4307,0.4201,0.41,0.3987,0.3912,0.3851,0.3805,0.4162,0.0006785780000000002,0.3992,0.4009,0.4152,0.4189,0.4222,0.4276,0.431,0.4375,0.4416,0.4481,0.42422000000000004,0.00023896360000000006
100,0.001,0.1,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.3,Identity,,,,0.4602,0.4454,0.4415,0.4307,0.4206,0.41,0.3987,0.3912,0.3851,0.3805,0.41639,0.0006869369000000002,0.3992,0.4024,0.4156,0.4193,0.4231,0.428,0.4313,0.4378,0.4419,0.4484,0.42469999999999997,0.0002345660000000003
100,0.001,0.3,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.075,0.01,Identity,,,,0.3481,0.351,0.353,0.3503,0.3369,0.3353,0.3287,0.3271,0.3265,0.3268,0.33836999999999995,0.00011174209999999997,0.2734,0.2854,0.2946,0.3037,0.305,0.3113,0.3138,0.3197,0.3282,0.336,0.30711,0.00032805090000000034
100,0.075,0.01,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.075,0.1,Identity,,,,0.3481,0.351,0.353,0.3503,0.3369,0.3353,0.3287,0.3271,0.3265,0.3268,0.33836999999999995,0.00011174209999999997,0.2734,0.2854,0.2946,0.3037,0.305,0.3113,0.3138,0.3197,0.3282,0.336,0.30711,0.00032805090000000034
100,0.075,0.1,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.075,0.3,Identity,,,,0.3481,0.351,0.353,0.3503,0.3369,0.3353,0.3287,0.3271,0.3265,0.3268,0.33836999999999995,0.00011174209999999997,0.2734,0.2854,0.2946,0.3037,0.305,0.3113,0.3138,0.3197,0.3282,0.336,0.30711,0.00032805090000000034
100,0.075,0.3,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
500,0.001,0.01,Identity,,,,0.4661,0.444,0.4425,0.4307,0.4183,0.4095,0.3978,0.3912,0.3854,0.3802,0.41657,0.0007420921000000004,0.4051,0.4012,0.4158,0.4192,0.4211,0.4272,0.4303,0.4375,0.4418,0.4481,0.42473,0.00021002410000000004
500,0.001,0.01,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
500,0.001,0.1,Identity,,,,0.4661,0.444,0.4425,0.4307,0.4183,0.4095,0.3978,0.3912,0.3854,0.3802,0.41657,0.0007420921000000004,0.4051,0.4012,0.4158,0.4192,0.4211,0.4272,0.4303,0.4375,0.4418,0.4481,0.42473,0.00021002410000000004
500,0.001,0.1,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
500,0.001,0.3,Identity,,,,0.4661,0.444,0.4425,0.4307,0.4183,0.4095,0.3978,0.3912,0.3854,0.3799,0.41654,0.0007442824000000001,0.4051,0.4012,0.4158,0.4192,0.4211,0.4272,0.4303,0.4375,0.4418,0.4479,0.42471000000000003,0.00020909290000000014
500,0.001,0.3,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
500,0.075,0.01,Identity,,,,0.3481,0.351,0.353,0.3503,0.3369,0.3353,0.3287,0.3271,0.3265,0.3268,0.33836999999999995,0.00011174209999999997,0.2734,0.2854,0.2946,0.3037,0.305,0.3113,0.3138,0.3197,0.3282,0.336,0.30711,0.00032805090000000034
500,0.075,0.01,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
500,0.075,0.1,Identity,,,,0.2242,0.2375,0.2321,0.2316,0.2378,0.2384,0.2389,0.2408,0.2445,0.2499,0.23757,4.573209999999998e-05,0.1829,0.194,0.2001,0.2048,0.2127,0.219,0.2251,0.2303,0.2388,0.2465,0.21542000000000003,0.0003711776
500,0.075,0.1,Sigmoid,,,,0.1386,0.2006,0.2222,0.2353,0.2454,0.2561,0.2579,0.2607,0.2658,0.269,0.23515999999999998,0.0014482903999999998,0.0993,0.1664,0.1826,0.1934,0.2056,0.221,0.2284,0.2379,0.2482,0.2567,0.20395,0.0019713204999999997
500,0.075,0.3,Identity,,,,0.3481,0.351,0.353,0.3503,0.3369,0.3353,0.3287,0.3271,0.3265,0.3268,0.33836999999999995,0.00011174209999999997,0.2734,0.2854,0.2946,0.3037,0.305,0.3113,0.3138,0.3197,0.3282,0.336,0.30711,0.00032805090000000034
500,0.075,0.3,Sigmoid,,,,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Identity,Identity,1.0,15.0,0.1003,0.1563,0.1583,0.1814,0.1941,0.2026,0.2132,0.2223,0.2255,0.2313,0.18853000000000003,0.0014962061,0.0747,0.1168,0.1237,0.1374,0.1463,0.1553,0.1664,0.1749,0.1816,0.1918,0.14689,0.0011202609
100,0.001,0.01,Identity,Identity,1.0,46.0,0.2153,0.2227,0.2173,0.2109,0.2094,0.2109,0.2107,0.2142,0.2193,0.2248,0.21555,2.6028499999999997e-05,0.1603,0.1728,0.1724,0.1744,0.1786,0.1851,0.1886,0.195,0.202,0.2103,0.18395,0.00021020449999999998
100,0.001,0.01,Identity,Sigmoid,1.0,15.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Identity,Sigmoid,1.0,46.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Identity,ReLu,1.0,15.0,0.1062,0.1254,0.1455,0.149,0.1563,0.1652,0.1753,0.1807,0.1881,0.1935,0.15852,0.0007016116,0.0944,0.1082,0.1231,0.1287,0.1362,0.1447,0.1531,0.1604,0.1688,0.1754,0.1393,0.0006205899999999999
100,0.001,0.01,Identity,ReLu,1.0,46.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Sigmoid,Identity,1.0,15.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Sigmoid,Identity,1.0,46.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Sigmoid,Sigmoid,1.0,15.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Sigmoid,Sigmoid,1.0,46.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Sigmoid,ReLu,1.0,15.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.01,Sigmoid,ReLu,1.0,46.0,0.1357,0.2021,0.2311,0.2426,0.2531,0.266,0.2684,0.2703,0.275,0.2776,0.24219,0.0017563929000000006,0.0983,0.1684,0.1893,0.2004,0.214,0.2312,0.2405,0.2496,0.2598,0.269,0.21205,0.0023610964999999998
100,0.001,0.1,Identity,Identity,1.0,15.0,0.0678,0.1062,0.1268,0.1431,0.1558,0.1608,0.1715,0.1748,0.1806,0.1882,0.14756,0.0012824764000000002,0.058,0.0875,0.0999,0.1093,0.1197,0.1253,0.135,0.1398,0.1474,0.1551,0.1177,0.000799384
