epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4041,0.3997,0.3972,0.3879,0.3764,0.3712,0.3654,0.3632,0.3602,0.354,0.37793,0.0002938141000000001,0.3432,0.3496,0.3579,0.3623,0.3668,0.3736,0.3809,0.39,0.3987,0.4052,0.37281999999999993,0.00038653159999999995
500,0.001,0.3,linear,,,,,0.4572,0.4277,0.4159,0.3975,0.3882,0.3835,0.3784,0.3735,0.3668,0.3617,0.39504,0.0008201603999999998,0.3766,0.3732,0.3795,0.3799,0.3856,0.3927,0.3984,0.4077,0.4138,0.4185,0.39259000000000005,0.0002396169
500,0.001,0.5,sigmoid,,,,,0.4454,0.4218,0.4051,0.3968,0.3906,0.3805,0.3692,0.3698,0.3674,0.3634,0.39099999999999996,0.0006494260000000004,0.3786,0.37,0.3688,0.3762,0.3851,0.3893,0.3941,0.4046,0.4146,0.4198,0.39011,0.0002917389000000003
500,0.001,0.5,linear,,,,,0.4454,0.4204,0.414,0.399,0.387,0.3815,0.3763,0.3735,0.3668,0.359,0.39228999999999997,0.0006638309,0.3668,0.369,0.3778,0.3797,0.385,0.3905,0.3972,0.4077,0.4139,0.4177,0.39053,0.00029602409999999996
500,0.075,0.3,sigmoid,,,,,0.4543,0.4218,0.4041,0.3968,0.3947,0.3904,0.3826,0.3739,0.3733,0.367,0.39588999999999996,0.0006187968999999997,0.3756,0.3712,0.3702,0.3765,0.3888,0.3963,0.4009,0.4062,0.4152,0.4217,0.39225999999999994,0.0003146324000000004
500,0.075,0.3,linear,,,,,0.4277,0.3997,0.3913,0.3909,0.3864,0.3751,0.37,0.3636,0.3615,0.3581,0.38243,0.0004106621000000005,0.3707,0.3582,0.367,0.3718,0.3801,0.3845,0.391,0.3961,0.4041,0.4117,0.38352,0.00026602360000000015
500,0.075,0.5,sigmoid,,,,,0.4543,0.4204,0.4061,0.3997,0.3923,0.3899,0.3826,0.3743,0.3727,0.3673,0.39596,0.0006177863999999998,0.3736,0.3697,0.3719,0.378,0.3878,0.3961,0.4005,0.4064,0.415,0.4218,0.39208,0.0003166896000000001
500,0.075,0.5,linear,,,,,0.41,0.3923,0.3874,0.385,0.3788,0.3746,0.3675,0.3662,0.3638,0.3587,0.37843,0.00021998209999999973,0.355,0.3528,0.3611,0.3687,0.3739,0.3795,0.3868,0.3954,0.4034,0.4096,0.37862000000000007,0.0003575276
1000,0.001,0.3,sigmoid,,,,,0.4543,0.4248,0.413,0.3982,0.39,0.381,0.3759,0.3732,0.3655,0.3631,0.39390000000000003,0.000767558,0.3854,0.3685,0.3744,0.3757,0.3824,0.3879,0.3962,0.4054,0.4103,0.4177,0.39038999999999996,0.00024468890000000005
1000,0.001,0.3,linear,,,,,0.4513,0.4218,0.413,0.3953,0.3882,0.3845,0.3767,0.3735,0.3671,0.3622,0.39336,0.0006993003999999997,0.3746,0.3734,0.3776,0.3777,0.3852,0.3927,0.3969,0.4079,0.4133,0.4184,0.39177,0.0002534241
1000,0.001,0.5,sigmoid,,,,,0.4513,0.4277,0.4081,0.3982,0.3923,0.385,0.3772,0.3739,0.3668,0.3631,0.39436,0.0007098924,0.3766,0.3724,0.3732,0.3784,0.3864,0.3939,0.3999,0.4081,0.4143,0.4197,0.39228999999999997,0.0002780049000000002
1000,0.001,0.5,linear,,,,,0.4454,0.4204,0.412,0.3953,0.3906,0.3845,0.378,0.3743,0.3674,0.3602,0.39281,0.0006246348999999999,0.3687,0.3675,0.376,0.3767,0.3856,0.3906,0.3975,0.4067,0.4135,0.4173,0.39001,0.00029852289999999994
1000,0.075,0.3,sigmoid,,,,,0.4543,0.4189,0.4061,0.3953,0.3941,0.3918,0.386,0.3728,0.372,0.3667,0.39580000000000004,0.0006119379999999996,0.3756,0.3682,0.3717,0.3754,0.3872,0.3955,0.4011,0.4055,0.4147,0.4207,0.39155999999999996,0.00031604440000000027
1000,0.075,0.3,linear,,,,,0.4277,0.3997,0.3913,0.3916,0.387,0.3746,0.3704,0.3636,0.3618,0.3587,0.38264000000000004,0.0004080144000000002,0.3707,0.3582,0.367,0.372,0.3804,0.3842,0.3912,0.3961,0.4043,0.412,0.38361,0.0002681348999999999
1000,0.075,0.5,sigmoid,,,,,0.4543,0.4145,0.4031,0.3968,0.3929,0.3923,0.386,0.3732,0.3717,0.3676,0.39524,0.0005826604000000001,0.3756,0.3631,0.3687,0.3748,0.385,0.3942,0.3996,0.4041,0.4138,0.4198,0.38987000000000005,0.00034036210000000007
1000,0.075,0.5,linear,,,,,0.41,0.3938,0.3874,0.3857,0.3782,0.3756,0.3675,0.3658,0.3635,0.3581,0.37856,0.00022893039999999988,0.355,0.3542,0.3615,0.3695,0.3739,0.3803,0.3871,0.3953,0.4035,0.4094,0.37897,0.00034709410000000003
300,0.0025,0.5,linear,relu,1,100,0.65,0.4395,0.4307,0.409,0.4012,0.3965,0.3889,0.3839,0.3768,0.3691,0.3593,0.39549,0.0005925989,0.3569,0.3761,0.3765,0.3816,0.3887,0.3962,0.4023,0.4088,0.4145,0.418,0.39196,0.0003432323999999998
300,0.0025,0.5,linear,relu,1,100,0.8,0.4336,0.4307,0.4031,0.4019,0.3894,0.3791,0.3755,0.3739,0.3618,0.3537,0.39027,0.0006571500999999999,0.3628,0.3783,0.3733,0.3817,0.3859,0.3897,0.3976,0.4088,0.4113,0.4158,0.39052,0.0002769235999999998
300,0.0025,0.5,linear,relu,2,100,0.65,0.4248,0.4277,0.413,0.4041,0.3953,0.384,0.3776,0.3687,0.3622,0.356,0.39133999999999997,0.0005942564000000001,0.35,0.3741,0.377,0.3837,0.3924,0.3962,0.4009,0.4058,0.412,0.4177,0.39098,0.00037158360000000024
300,0.0025,0.5,linear,relu,2,100,0.8,0.4395,0.4041,0.3972,0.3886,0.3782,0.38,0.3734,0.3665,0.3658,0.3599,0.38532,0.0005042536000000001,0.3648,0.3478,0.356,0.3611,0.3668,0.3769,0.3826,0.3882,0.3978,0.4039,0.37459000000000003,0.0003054308999999999
400,0.0025,0.5,linear,relu,1,100,0.65,0.4513,0.4351,0.4149,0.4049,0.3971,0.3904,0.3805,0.3743,0.3684,0.364,0.39808999999999994,0.0007509108999999996,0.3668,0.3771,0.377,0.384,0.3915,0.3976,0.4004,0.4077,0.4137,0.4207,0.39365,0.00027620650000000004
400,0.0025,0.5,linear,relu,1,100,0.8,0.4366,0.4292,0.4159,0.4004,0.3941,0.384,0.378,0.3724,0.3687,0.3622,0.39415000000000006,0.0006048044999999996,0.3638,0.3739,0.3805,0.3802,0.3892,0.3931,0.3994,0.4065,0.4143,0.4206,0.39214999999999994,0.0002983424999999997
400,0.0025,0.5,linear,relu,2,100,0.65,0.4336,0.4307,0.4149,0.4071,0.3917,0.3864,0.3805,0.3772,0.3681,0.3599,0.39501000000000003,0.0005874429000000002,0.3569,0.3764,0.3797,0.3856,0.389,0.3961,0.4023,0.4107,0.4162,0.4207,0.39336000000000004,0.0003540044000000002
400,0.0025,0.5,linear,relu,2,100,0.8,0.4602,0.4145,0.4051,0.3916,0.3876,0.3835,0.378,0.3687,0.3664,0.3611,0.39167,0.0007768840999999999,0.3835,0.3528,0.3589,0.3601,0.3688,0.378,0.386,0.3902,0.3992,0.4041,0.37816,0.0002778384000000001
500,0.0025,0.5,linear,relu,1,100,0.65,0.4454,0.4233,0.4159,0.4071,0.3929,0.3899,0.3843,0.3765,0.3707,0.3664,0.39724,0.0005769704000000004,0.3628,0.3665,0.3776,0.3846,0.388,0.3947,0.4022,0.4083,0.415,0.4219,0.39215999999999995,0.0003580783999999999
500,0.0025,0.5,linear,relu,1,100,0.8,0.4425,0.4336,0.409,0.3975,0.3976,0.3879,0.378,0.3739,0.3658,0.3619,0.39476999999999995,0.0006687560999999997,0.3638,0.3825,0.3774,0.3816,0.3928,0.396,0.3997,0.4071,0.4124,0.4204,0.39337,0.00027147009999999987
500,0.0025,0.5,linear,relu,2,100,0.65,0.4513,0.441,0.4199,0.4012,0.3906,0.3859,0.3805,0.3754,0.3694,0.3605,0.39757000000000003,0.0008420280999999997,0.3687,0.3854,0.3866,0.3871,0.3916,0.399,0.4053,0.4118,0.4183,0.4229,0.39766999999999997,0.0002582720999999998
500,0.0025,0.5,linear,relu,2,100,0.8,0.4395,0.4115,0.4012,0.3923,0.387,0.3786,0.3738,0.3709,0.3691,0.3634,0.38872999999999996,0.0004937680999999999,0.3648,0.3513,0.3577,0.363,0.3697,0.3766,0.384,0.3914,0.3995,0.404,0.3762,0.00029164800000000025
600,0.0025,0.5,linear,relu,1,100,0.65,0.4484,0.4351,0.412,0.4041,0.3906,0.3835,0.3835,0.3794,0.375,0.3684,0.398,0.0006376159999999999,0.3677,0.3795,0.3771,0.3838,0.3875,0.3932,0.4029,0.4123,0.419,0.4244,0.39474,0.0003292263999999998
600,0.0025,0.5,linear,relu,1,100,0.8,0.4395,0.4351,0.4159,0.4078,0.3941,0.3864,0.381,0.3754,0.371,0.3622,0.39683999999999997,0.0006461823999999997,0.3609,0.3781,0.3804,0.388,0.3907,0.3972,0.4027,0.4095,0.4181,0.4215,0.39471,0.0003238469
600,0.0025,0.5,linear,relu,2,100,0.65,0.4454,0.4366,0.4159,0.4034,0.3941,0.3864,0.381,0.375,0.3704,0.3637,0.39719000000000004,0.0006985748999999997,0.3609,0.3791,0.3805,0.3844,0.3904,0.3967,0.4022,0.4096,0.4169,0.4232,0.39439,0.0003298409000000001
600,0.0025,0.5,linear,relu,2,100,0.8,0.4631,0.413,0.3943,0.3879,0.3829,0.38,0.3738,0.3658,0.3612,0.3617,0.38837,0.0008497760999999996,0.3786,0.3528,0.3524,0.3594,0.3683,0.3761,0.3833,0.3881,0.3944,0.4039,0.37573,0.0002752760999999998
