epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4793,0.4517,0.4382,0.4287,0.4197,0.4104,0.4024,0.3985,0.3923,0.3871,0.42083000000000004,0.0007635381000000001,0.4103,0.4067,0.413,0.4177,0.4247,0.4292,0.4349,0.4419,0.447,0.4519,0.42773000000000005,0.0002282701000000002
100,0.001,0.01,Sigmoid,,,,0.1262,0.1849,0.2143,0.2293,0.2385,0.2474,0.2536,0.2574,0.2612,0.2642,0.2277,0.0016828339999999998,0.098,0.1512,0.1739,0.1882,0.2005,0.2128,0.2232,0.2327,0.2418,0.2502,0.19724999999999998,0.0019569164999999993
100,0.001,0.1,Identity,,,,0.4793,0.4512,0.4375,0.429,0.4197,0.4103,0.4024,0.3984,0.3925,0.3868,0.42071000000000003,0.0007601129000000002,0.4103,0.4062,0.4124,0.4179,0.4246,0.429,0.4347,0.4417,0.4471,0.4517,0.42756,0.0002303603999999999
100,0.001,0.1,Sigmoid,,,,0.1262,0.1849,0.2143,0.2293,0.2385,0.2474,0.2536,0.2574,0.2612,0.2642,0.2277,0.0016828339999999998,0.098,0.1512,0.1739,0.1882,0.2005,0.2128,0.2232,0.2327,0.2418,0.2502,0.19724999999999998,0.0019569164999999993
100,0.001,0.3,Identity,,,,0.4793,0.4517,0.4379,0.429,0.4197,0.4103,0.4024,0.3985,0.3926,0.3871,0.42085,0.0007614925,0.4103,0.4067,0.4128,0.4177,0.4247,0.4291,0.4348,0.4419,0.4472,0.4519,0.42771,0.0002294669000000001
100,0.001,0.3,Sigmoid,,,,0.1262,0.1849,0.2143,0.2293,0.2385,0.2474,0.2536,0.2574,0.2612,0.2642,0.2277,0.0016828339999999998,0.098,0.1512,0.1739,0.1882,0.2005,0.2128,0.2232,0.2327,0.2418,0.2502,0.19724999999999998,0.0019569164999999993
100,0.075,0.01,Identity,,,,0.2919,0.2909,0.2945,0.2897,0.2925,0.2947,0.2939,0.2927,0.2933,0.2917,0.29257999999999995,2.281599999999995e-06,0.2492,0.2626,0.2715,0.2756,0.286,0.2954,0.3018,0.3084,0.3156,0.3215,0.28875999999999996,0.0005120204
100,0.075,0.01,Sigmoid,,,,0.1262,0.1849,0.2143,0.2293,0.2385,0.2474,0.2536,0.2574,0.2612,0.2642,0.2277,0.0016828339999999998,0.098,0.1512,0.1739,0.1882,0.2005,0.2128,0.2232,0.2327,0.2418,0.2502,0.19724999999999998,0.0019569164999999993
100,0.075,0.1,Identity,,,,0.2919,0.2909,0.2945,0.2897,0.2925,0.2947,0.2939,0.2927,0.2933,0.2917,0.29257999999999995,2.281599999999995e-06,0.2492,0.2626,0.2715,0.2756,0.286,0.2954,0.3018,0.3084,0.3156,0.3215,0.28875999999999996,0.0005120204
100,0.075,0.1,Sigmoid,,,,0.1262,0.1849,0.2143,0.2293,0.2385,0.2474,0.2536,0.2574,0.2612,0.2642,0.2277,0.0016828339999999998,0.098,0.1512,0.1739,0.1882,0.2005,0.2128,0.2232,0.2327,0.2418,0.2502,0.19724999999999998,0.0019569164999999993
