
ltr4l1 : 0m3,313s
ltr4l2 : 0m3,587s
ltr4l3 : 0m3,398s
ltr4l4 : 0m3,675s
ltr4l5 : 0m3,298s
ltr4l6 : 0m3,597s
ltr4l7 : 0m3,359s
ltr4l8 : 0m3,526s
ltr4l9 : 0m3,309s
ltr4l10 : 0m3,518s
ltr4l11 : 0m3,380s
ltr4l12 : 0m3,636s
ltr4l13 : 0m13,155s
ltr4l14 : 0m14,434s
ltr4l15 : 0m13,249s
ltr4l16 : 0m14,608s
ltr4l17 : 0m13,225s
ltr4l18 : 0m14,698s
ltr4l19 : 0m13,206s
ltr4l20 : 0m14,697s
ltr4l21 : 0m13,194s
ltr4l22 : 0m14,626s
ltr4l23 : 0m13,132s
ltr4l24 : 0m14,536s
ltr4l25 : 0m25,146s
ltr4l26 : 0m27,821s
ltr4l27 : 0m25,153s
ltr4l28 : 0m27,845s
ltr4l29 : 0m25,413s
ltr4l30 : 0m28,068s
ltr4l31 : 0m25,210s
ltr4l32 : 0m27,962s
ltr4l33 : 0m25,486s
ltr4l34 : 0m28,191s
ltr4l35 : 0m25,170s
ltr4l36 : 0m28,091s
ltr4l37 : 0m21,129s
ltr4l38 : 1m13,452s
ltr4l39 : 0m24,745s
ltr4l40 : 1m34,184s
ltr4l41 : 0m22,868s
ltr4l42 : 1m18,052s
ltr4l43 : 0m20,609s
ltr4l44 : 1m5,137s
ltr4l45 : 0m25,097s
ltr4l46 : 1m22,040s
ltr4l47 : 0m22,836s
ltr4l48 : 1m16,172s
ltr4l49 : 0m21,082s
ltr4l50 : 1m11,978s
ltr4l51 : 0m24,850s
ltr4l52 : 1m29,882s
ltr4l53 : 0m22,953s
ltr4l54 : 1m16,471s
ltr4l55 : 0m20,636s
ltr4l56 : 1m5,910s
ltr4l57 : 0m25,031s
ltr4l58 : 1m22,422s
ltr4l59 : 0m22,756s
ltr4l60 : 1m15,814s
ltr4l61 : 0m21,131s
ltr4l62 : 1m11,137s
ltr4l63 : 0m25,295s
ltr4l64 : 1m38,640s
ltr4l65 : 0m22,649s
ltr4l66 : 1m17,741s
ltr4l67 : 0m20,601s
ltr4l68 : 1m6,080s
ltr4l69 : 0m25,117s
ltr4l70 : 1m22,473s
ltr4l71 : 0m22,324s
ltr4l72 : 1m17,661s
ltr4l73 : 0m21,005s
ltr4l74 : 1m13,467s
ltr4l75 : 0m24,885s
ltr4l76 : 1m22,307s
ltr4l77 : 0m24,400s
ltr4l78 : 1m22,913s
ltr4l79 : 0m20,378s
ltr4l80 : 1m7,229s
ltr4l81 : 0m25,192s
ltr4l82 : 1m19,402s
ltr4l83 : 0m22,827s
ltr4l84 : 1m19,596s
ltr4l85 : 0m21,090s
ltr4l86 : 1m9,213s
ltr4l87 : 0m24,846s
ltr4l88 : 1m22,393s
ltr4l89 : 0m24,351s
ltr4l90 : 1m21,229s
ltr4l91 : 0m20,421s
ltr4l92 : 1m6,369s
ltr4l93 : 0m25,553s
ltr4l94 : 1m21,169s
ltr4l95 : 0m24,820s
ltr4l96 : 1m21,126s
ltr4l97 : 0m21,088s
ltr4l98 : 1m10,454s
ltr4l99 : 0m24,790s
ltr4l100 : 1m23,256s
ltr4l101 : 0m24,254s
ltr4l102 : 1m20,095s
ltr4l103 : 0m20,536s
ltr4l104 : 1m5,359s
ltr4l105 : 0m25,062s
ltr4l106 : 1m19,419s
ltr4l107 : 0m24,709s
ltr4l108 : 1m17,436s
ltr4l109 : 1m44,065s
ltr4l110 : 6m20,204s
ltr4l111 : 3m54,798s
ltr4l112 : 15m44,248s
ltr4l113 : 1m53,822s
ltr4l114 : 6m37,417s
ltr4l115 : 1m36,082s
ltr4l116 : 5m21,450s
ltr4l117 : 2m4,021s
ltr4l118 : 7m3,586s
ltr4l119 : 1m45,483s
ltr4l120 : 6m22,856s
ltr4l121 : 1m44,312s
ltr4l122 : 5m47,873s
ltr4l123 : 3m47,471s
ltr4l124 : 15m5,141s
ltr4l125 : 1m48,268s
ltr4l126 : 6m19,634s
ltr4l127 : 1m36,240s
ltr4l128 : 5m18,348s
ltr4l129 : 2m4,337s
ltr4l130 : 6m55,566s
ltr4l131 : 1m46,902s
ltr4l132 : 6m22,510s
ltr4l133 : 1m44,686s
ltr4l134 : 6m4,574s
ltr4l135 : 3m34,449s
ltr4l136 : 15m55,348s
ltr4l137 : 1m52,610s
ltr4l138 : 6m22,530s
ltr4l139 : 1m36,446s
ltr4l140 : 5m12,981s
ltr4l141 : 2m4,074s
ltr4l142 : 7m7,549s
ltr4l143 : 1m47,902s
ltr4l144 : 6m14,916s
ltr4l145 : 1m44,593s
ltr4l146 : 5m59,552s
ltr4l147 : 2m2,750s
ltr4l148 : 6m52,760s
ltr4l149 : 1m59,607s
ltr4l150 : 7m3,919s
ltr4l151 : 1m45,590s
ltr4l152 : 5m42,092s
ltr4l153 : 2m4,305s
ltr4l154 : 7m4,552s
ltr4l155 : 1m54,761s
ltr4l156 : 6m9,019s
ltr4l157 : 1m44,403s
ltr4l158 : 5m58,463s
ltr4l159 : 2m2,964s
ltr4l160 : 7m3,757s
ltr4l161 : 2m3,465s
ltr4l162 : 6m48,866s
ltr4l163 : 1m48,688s
ltr4l164 : 5m30,700s
ltr4l165 : 2m4,052s
ltr4l166 : 7m4,037s
ltr4l167 : 2m6,443s
ltr4l168 : 6m54,132s
ltr4l169 : 1m44,303s
ltr4l170 : 6m10,472s
ltr4l171 : 2m2,924s
ltr4l172 : 6m43,360s
ltr4l173 : 2m2,949s
ltr4l174 : 6m55,847s
ltr4l175 : 1m43,531s
ltr4l176 : 5m30,622s
ltr4l177 : 2m4,328s
ltr4l178 : 6m40,195s
ltr4l179 : 2m4,074s
ltr4l180 : 6m12,207s
ltr4l181 : 3m28,063s
ltr4l182 : 11m59,627s
ltr4l183 : 9m39,331s
ltr4l184 : 33m21,759s
ltr4l185 : 3m33,749s
ltr4l186 : 12m51,289s
ltr4l187 : 3m10,597s
ltr4l188 : 10m23,831s
ltr4l189 : 4m7,496s
ltr4l190 : 14m3,325s
ltr4l191 : 3m26,016s
ltr4l192 : 11m45,522s
ltr4l193 : 3m28,128s
ltr4l194 : 11m54,097s
ltr4l195 : 10m10,165s
ltr4l196 : 33m46,631s
ltr4l197 : 3m42,027s
ltr4l198 : 13m41,831s
ltr4l199 : 3m10,530s
ltr4l200 : 10m35,903s
ltr4l201 : 4m7,374s
ltr4l202 : 14m9,917s
ltr4l203 : 3m24,248s
ltr4l204 : 11m19,925s
ltr4l205 : 3m27,983s
ltr4l206 : 11m42,594s
ltr4l207 : 9m57,022s
ltr4l208 : 33m2,506s
ltr4l209 : 3m49,044s
ltr4l210 : 13m7,206s
