epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4404,0.4074,0.3794,0.358,0.3379,0.3145,0.2903,0.2702,0.2537,0.2394,0.32911999999999997,0.004088037600000001,0.3681,0.4004,0.4229,0.4445,0.4678,0.4814,0.4874,0.4503,0.1976,0.2009,0.39213,0.010490128100000001
100,0.001,0.01,Sigmoid,,,,0.1681,0.1947,0.2128,0.2144,0.2132,0.2099,0.2088,0.2027,0.1887,0.1779,0.19912000000000002,0.0002382236,0.1383,0.1888,0.2249,0.255,0.2811,0.3049,0.3219,0.3,0.1032,0.1077,0.22258,0.0062809136
100,0.001,0.1,Identity,,,,0.4383,0.4085,0.3794,0.358,0.3379,0.3145,0.29,0.2702,0.2537,0.2394,0.32899,0.004061404900000001,0.366,0.4014,0.4232,0.4448,0.4681,0.4817,0.4875,0.4506,0.1979,0.2013,0.39225,0.0104957825
100,0.001,0.1,Sigmoid,,,,0.1681,0.1947,0.2128,0.2144,0.2132,0.2099,0.2088,0.2027,0.1887,0.1779,0.19912000000000002,0.0002382236,0.1383,0.1888,0.2249,0.255,0.2811,0.3049,0.3219,0.3,0.1032,0.1077,0.22258,0.0062809136
100,0.001,0.3,Identity,,,,0.4383,0.4085,0.3801,0.358,0.3379,0.3145,0.2909,0.2705,0.2532,0.2391,0.32910000000000006,0.004070981999999999,0.366,0.4014,0.4235,0.4449,0.4681,0.4817,0.488,0.4508,0.1977,0.2011,0.39232,0.010526003600000002
100,0.001,0.3,Sigmoid,,,,0.1681,0.1947,0.2128,0.2144,0.2132,0.2099,0.2088,0.2027,0.1887,0.1779,0.19912000000000002,0.0002382236,0.1383,0.1888,0.2249,0.255,0.2811,0.3049,0.3219,0.3,0.1032,0.1077,0.22258,0.0062809136
100,0.075,0.01,Identity,,,,0.2809,0.2691,0.2525,0.2436,0.2379,0.233,0.231,0.2253,0.2118,0.2002,0.23853000000000005,0.0005397001,0.2411,0.2626,0.2727,0.2915,0.316,0.3404,0.3558,0.3372,0.1319,0.1392,0.26883999999999997,0.0056475944
100,0.075,0.01,Sigmoid,,,,0.1681,0.1947,0.2128,0.2144,0.2132,0.2099,0.2088,0.2027,0.1887,0.1779,0.19912000000000002,0.0002382236,0.1383,0.1888,0.2249,0.255,0.2811,0.3049,0.3219,0.3,0.1032,0.1077,0.22258,0.0062809136
100,0.075,0.1,Identity,,,,0.2872,0.2745,0.2596,0.25,0.2434,0.2348,0.2307,0.2263,0.2123,0.2009,0.24196999999999996,0.0006472321000000003,0.2447,0.2644,0.2766,0.2984,0.3221,0.3427,0.3586,0.3403,0.1353,0.142,0.27251,0.0056778409
100,0.075,0.1,Sigmoid,,,,0.1681,0.1947,0.2128,0.2144,0.2132,0.2099,0.2088,0.2027,0.1887,0.1779,0.19912000000000002,0.0002382236,0.1383,0.1888,0.2249,0.255,0.2811,0.3049,0.3219,0.3,0.1032,0.1077,0.22258,0.0062809136
