epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.383,0.366,0.3447,0.3298,0.3174,0.2979,0.2775,0.2596,0.2428,0.2277,0.30463999999999997,0.0024860543999999994,0.3277,0.3576,0.3853,0.4085,0.4302,0.4452,0.4511,0.4233,0.1993,0.2029,0.36311,0.007894274900000001
500,0.001,0.3,linear,,,,,0.4085,0.3777,0.3589,0.3388,0.326,0.3089,0.2863,0.2654,0.2499,0.2338,0.31542,0.0029438935999999984,0.3461,0.3722,0.3966,0.4157,0.441,0.4565,0.4611,0.4292,0.2046,0.2075,0.37305,0.008136958500000001
500,0.001,0.5,sigmoid,,,,,0.4043,0.3702,0.3511,0.3351,0.32,0.2975,0.279,0.2609,0.2454,0.2298,0.30933,0.002906452099999999,0.3489,0.3638,0.3913,0.4142,0.4345,0.4477,0.455,0.4271,0.2014,0.2055,0.36893999999999993,0.0079048904
500,0.001,0.5,linear,,,,,0.4043,0.3798,0.3582,0.3367,0.3247,0.3089,0.2866,0.2657,0.2489,0.2336,0.31474,0.0028873504,0.3433,0.3773,0.3968,0.4161,0.441,0.4578,0.4633,0.4309,0.2035,0.2064,0.37364,0.008312788400000002
500,0.075,0.3,sigmoid,,,,,0.4021,0.3904,0.3674,0.3484,0.3298,0.3089,0.2857,0.2657,0.2475,0.2336,0.31795000000000007,0.003177330500000001,0.3397,0.3846,0.4083,0.4322,0.4507,0.4661,0.47,0.4382,0.2093,0.2131,0.38122,0.008604913599999996
500,0.075,0.3,linear,,,,,0.4128,0.3819,0.3567,0.3394,0.3251,0.3011,0.2799,0.2606,0.2435,0.2298,0.31307999999999997,0.0033195716000000005,0.3447,0.3812,0.4005,0.4219,0.4448,0.4566,0.4613,0.4316,0.2019,0.2066,0.37511,0.008431028899999998
500,0.075,0.5,sigmoid,,,,,0.4043,0.3936,0.3681,0.3463,0.3302,0.3085,0.2854,0.2652,0.2478,0.2343,0.31837,0.0032496000999999997,0.3418,0.3887,0.4103,0.4337,0.453,0.4676,0.4709,0.4389,0.2093,0.2134,0.38276,0.0086889364
500,0.075,0.5,linear,,,,,0.4043,0.384,0.3525,0.3356,0.3204,0.2982,0.2784,0.2596,0.2414,0.2289,0.31033,0.0031898301,0.3348,0.3826,0.3986,0.42,0.4425,0.4539,0.4606,0.4301,0.2016,0.2067,0.37314,0.0083758444
1000,0.001,0.3,sigmoid,,,,,0.4149,0.3691,0.3532,0.334,0.32,0.3007,0.2802,0.2622,0.247,0.233,0.31143,0.0030175981,0.3525,0.3617,0.3902,0.4125,0.4342,0.4494,0.4551,0.426,0.2025,0.2072,0.36913,0.0077945961
1000,0.001,0.3,linear,,,,,0.4021,0.3809,0.3567,0.3362,0.3238,0.3092,0.2869,0.266,0.2478,0.2321,0.31417,0.0028800601000000007,0.3426,0.3791,0.3959,0.4166,0.4405,0.4586,0.4641,0.4315,0.2027,0.2055,0.37371,0.0084045109
1000,0.001,0.5,sigmoid,,,,,0.4149,0.3745,0.3539,0.3362,0.3255,0.306,0.2824,0.2636,0.2482,0.2338,0.3139,0.0030422459999999998,0.3553,0.3663,0.3921,0.4148,0.4375,0.4521,0.4567,0.4277,0.2024,0.2069,0.37118,0.007954551600000002
1000,0.001,0.5,linear,,,,,0.4,0.3798,0.3546,0.3362,0.3243,0.3078,0.2857,0.267,0.2482,0.2323,0.31359000000000004,0.0028024109000000007,0.3404,0.3778,0.3954,0.417,0.4413,0.4573,0.4629,0.4319,0.2029,0.2054,0.37323,0.0083869401
1000,0.075,0.3,sigmoid,,,,,0.4021,0.3936,0.3674,0.3484,0.3298,0.3089,0.2851,0.2657,0.248,0.2343,0.31833,0.0032097041000000008,0.3383,0.3887,0.4097,0.4347,0.4521,0.4677,0.4706,0.4392,0.2091,0.2138,0.38238999999999995,0.008706358899999999
1000,0.075,0.3,linear,,,,,0.417,0.3809,0.356,0.3399,0.3251,0.3007,0.2799,0.2606,0.2433,0.2298,0.31332,0.0033917395999999997,0.3489,0.3791,0.3982,0.421,0.4436,0.4555,0.4602,0.4305,0.2014,0.2065,0.37449,0.008340436900000001
1000,0.075,0.5,sigmoid,,,,,0.4021,0.3947,0.3645,0.3484,0.3285,0.3071,0.2851,0.2657,0.2482,0.234,0.31783,0.0032016620999999997,0.3397,0.391,0.4082,0.435,0.4518,0.467,0.4707,0.4393,0.2097,0.214,0.38264,0.008652094400000001
1000,0.075,0.5,linear,,,,,0.4021,0.3851,0.3546,0.3356,0.3209,0.2986,0.2781,0.2593,0.2418,0.2289,0.31049999999999994,0.0031829760000000014,0.334,0.3844,0.4004,0.4202,0.4434,0.4547,0.4611,0.4303,0.2022,0.207,0.37377,0.008402822100000002
300,0.0025,0.5,linear,relu,1,100,0.65,0.4511,0.3915,0.3745,0.3484,0.3298,0.3082,0.2884,0.266,0.2466,0.2319,0.32364000000000004,0.0043242784,0.3929,0.395,0.423,0.4395,0.4566,0.4721,0.4786,0.445,0.2088,0.2135,0.39249999999999996,0.008954678
300,0.0025,0.5,linear,relu,1,100,0.8,0.434,0.3787,0.3596,0.3431,0.3226,0.3011,0.2821,0.2652,0.2456,0.2319,0.31639,0.0036513528999999995,0.3688,0.3754,0.4037,0.428,0.4441,0.4587,0.4642,0.4369,0.2054,0.2105,0.37957,0.0082855601
300,0.0025,0.5,linear,relu,2,100,0.65,0.4404,0.3862,0.3617,0.3473,0.3243,0.3043,0.286,0.2662,0.2473,0.2309,0.31946,0.003889938400000001,0.378,0.3826,0.4079,0.4344,0.4482,0.4634,0.4702,0.4394,0.2082,0.2106,0.38429,0.0085047289
300,0.0025,0.5,linear,relu,2,100,0.8,0.434,0.3819,0.3546,0.3399,0.3196,0.3018,0.2787,0.2612,0.243,0.226,0.31407,0.0038328661,0.3716,0.3849,0.4016,0.4284,0.4438,0.4596,0.4634,0.4335,0.2018,0.2053,0.37939,0.008539970899999999
400,0.0025,0.5,linear,relu,1,100,0.65,0.4298,0.3989,0.3787,0.3521,0.3332,0.3082,0.2869,0.2665,0.2482,0.2332,0.32357,0.003959072100000001,0.3631,0.3965,0.4232,0.4415,0.4597,0.4725,0.4789,0.4474,0.2109,0.2143,0.39080000000000004,0.009032356
400,0.0025,0.5,linear,relu,1,100,0.8,0.4383,0.3819,0.361,0.3447,0.3238,0.3021,0.283,0.2644,0.2475,0.2323,0.31789999999999996,0.003781624000000001,0.3716,0.3768,0.4033,0.43,0.4465,0.4595,0.4662,0.4383,0.2068,0.2102,0.38092,0.0083517336
400,0.0025,0.5,linear,relu,2,100,0.65,0.4277,0.3915,0.3652,0.3431,0.3247,0.3028,0.2836,0.2646,0.2461,0.2317,0.3181,0.003722224000000001,0.3638,0.3922,0.4119,0.4349,0.4509,0.4642,0.4717,0.442,0.2086,0.2123,0.38525,0.0086037865
400,0.0025,0.5,linear,relu,2,100,0.8,0.4234,0.3766,0.3496,0.3388,0.3166,0.2968,0.2766,0.2601,0.2459,0.2302,0.31145999999999996,0.0033971623999999997,0.3695,0.3798,0.401,0.4267,0.443,0.4561,0.4639,0.4336,0.205,0.2082,0.37868,0.0082527376
500,0.0025,0.5,linear,relu,1,100,0.65,0.4574,0.4106,0.3837,0.3569,0.3315,0.3128,0.29,0.2673,0.2489,0.234,0.32931,0.0047952249,0.4021,0.4181,0.4382,0.4567,0.4698,0.4863,0.4914,0.4562,0.2155,0.2193,0.40536000000000005,0.0095243724
500,0.0025,0.5,linear,relu,1,100,0.8,0.4298,0.3947,0.373,0.3489,0.3281,0.3074,0.2842,0.2636,0.2463,0.2328,0.32088000000000005,0.0038995096,0.373,0.3982,0.4234,0.4428,0.4578,0.4742,0.4775,0.4454,0.2105,0.215,0.39178,0.008948509600000001
500,0.0025,0.5,linear,relu,2,100,0.65,0.4362,0.3936,0.3738,0.3521,0.3332,0.3078,0.2878,0.2665,0.2492,0.2353,0.32355,0.003912712499999999,0.3837,0.3979,0.4233,0.4453,0.4627,0.474,0.4803,0.4468,0.2107,0.2153,0.394,0.009049927999999999
500,0.0025,0.5,linear,relu,2,100,0.8,0.4553,0.4032,0.3723,0.3457,0.3238,0.3039,0.2815,0.2633,0.2449,0.2306,0.32244999999999996,0.0047167245,0.4028,0.4133,0.4309,0.4467,0.4621,0.4779,0.4817,0.4492,0.2117,0.216,0.39923000000000003,0.0091647741
600,0.0025,0.5,linear,relu,1,100,0.65,0.4404,0.4053,0.3816,0.3585,0.3366,0.3138,0.2878,0.2676,0.2487,0.2345,0.32748,0.0042980096,0.3809,0.4131,0.4335,0.4548,0.471,0.4842,0.4865,0.4547,0.2144,0.2187,0.40118,0.0094569816
600,0.0025,0.5,linear,relu,1,100,0.8,0.4319,0.3904,0.3723,0.3532,0.334,0.3096,0.2866,0.266,0.248,0.2323,0.32243,0.0038467261000000004,0.3638,0.3926,0.4165,0.4408,0.4597,0.4717,0.4773,0.4459,0.2102,0.2136,0.38921,0.008969392900000001
600,0.0025,0.5,linear,relu,2,100,0.65,0.434,0.3947,0.373,0.3511,0.3332,0.311,0.2866,0.2673,0.2487,0.2321,0.32317,0.0039210001000000005,0.373,0.4002,0.4224,0.4456,0.4634,0.4765,0.4808,0.4489,0.2136,0.2158,0.39402,0.0090418816
