epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4586,0.4161,0.3878,0.3662,0.3439,0.3252,0.3063,0.285,0.2673,0.2512,0.34076,0.004038834400000002,0.3864,0.4112,0.4358,0.4572,0.4733,0.4869,0.4905,0.4595,0.2325,0.2363,0.40696000000000004,0.0083888404
100,0.001,0.01,Sigmoid,,,,0.1741,0.2049,0.201,0.2075,0.2064,0.2059,0.2087,0.2054,0.1923,0.1813,0.19875,0.0001326045,0.1515,0.1975,0.2214,0.2492,0.2695,0.2919,0.3088,0.2942,0.1141,0.1186,0.22166999999999998,0.004853292100000002
100,0.001,0.1,Identity,,,,0.4586,0.4172,0.3892,0.3668,0.3444,0.3255,0.3063,0.285,0.2673,0.2512,0.34114999999999995,0.004071248500000001,0.3864,0.4122,0.4377,0.4583,0.474,0.4877,0.4913,0.4601,0.233,0.2368,0.40774999999999995,0.0084191585
100,0.001,0.1,Sigmoid,,,,0.1741,0.2049,0.201,0.2075,0.2064,0.2059,0.2087,0.2054,0.1923,0.1813,0.19875,0.0001326045,0.1515,0.1975,0.2214,0.2492,0.2695,0.2919,0.3088,0.2942,0.1141,0.1186,0.22166999999999998,0.004853292100000002
100,0.001,0.3,Identity,,,,0.4586,0.4161,0.3878,0.3668,0.3435,0.3255,0.3063,0.285,0.2673,0.2512,0.34080999999999995,0.004040760900000002,0.3864,0.4112,0.4358,0.4577,0.4732,0.4873,0.4906,0.4596,0.2326,0.2363,0.40707000000000004,0.0083981981
100,0.001,0.3,Sigmoid,,,,0.1741,0.2049,0.201,0.2075,0.2064,0.2059,0.2087,0.2054,0.1923,0.1813,0.19875,0.0001326045,0.1515,0.1975,0.2214,0.2492,0.2695,0.2919,0.3088,0.2942,0.1141,0.1186,0.22166999999999998,0.004853292100000002
100,0.075,0.01,Identity,,,,0.448,0.4023,0.3772,0.3599,0.3414,0.3224,0.3015,0.2816,0.2637,0.2484,0.33464,0.0036454623999999996,0.373,0.3981,0.4233,0.4458,0.4655,0.4778,0.4832,0.4538,0.2291,0.2342,0.39838,0.0080203116
100,0.075,0.01,Sigmoid,,,,0.1741,0.2049,0.201,0.2075,0.2064,0.2059,0.2087,0.2054,0.1923,0.1813,0.19875,0.0001326045,0.1515,0.1975,0.2214,0.2492,0.2695,0.2919,0.3088,0.2942,0.1141,0.1186,0.22166999999999998,0.004853292100000002
100,0.075,0.1,Identity,,,,0.4459,0.4098,0.3758,0.3588,0.3406,0.3231,0.2994,0.2803,0.2628,0.2459,0.33424,0.0037703224000000006,0.368,0.3938,0.415,0.4423,0.4607,0.4769,0.4794,0.4504,0.228,0.231,0.39455,0.007936732499999998
100,0.075,0.1,Sigmoid,,,,0.1741,0.2049,0.201,0.2075,0.2064,0.2059,0.2087,0.2054,0.1923,0.1813,0.19875,0.0001326045,0.1515,0.1975,0.2214,0.2492,0.2695,0.2919,0.3088,0.2942,0.1141,0.1186,0.22166999999999998,0.004853292100000002
100,0.075,0.3,Identity,,,,0.4395,0.413,0.3829,0.3593,0.3439,0.3231,0.3009,0.2848,0.264,0.2473,0.33587,0.0036517541,0.3659,0.4034,0.4283,0.4465,0.4689,0.4816,0.4844,0.4583,0.2305,0.2343,0.40020999999999995,0.0082251829
100,0.075,0.3,Sigmoid,,,,0.1741,0.2049,0.201,0.2075,0.2064,0.2059,0.2087,0.2054,0.1923,0.1813,0.19875,0.0001326045,0.1515,0.1975,0.2214,0.2492,0.2695,0.2919,0.3088,0.2942,0.1141,0.1186,0.22166999999999998,0.004853292100000002
500,0.001,0.01,Identity,,,,0.4565,0.4172,0.3892,0.3657,0.3431,0.3248,0.3072,0.2853,0.268,0.2518,0.34088,0.0039877296,0.3857,0.4126,0.4372,0.4586,0.4733,0.487,0.4918,0.4602,0.2337,0.2378,0.40779,0.0083531909
500,0.001,0.01,Sigmoid,,,,0.1741,0.2049,0.201,0.2075,0.2064,0.2059,0.2087,0.2054,0.1923,0.1813,0.19875,0.0001326045,0.1515,0.1975,0.2214,0.2492,0.2695,0.2919,0.3088,0.2942,0.1141,0.1186,0.22166999999999998,0.004853292100000002
500,0.001,0.1,Identity,,,,0.4565,0.4172,0.3892,0.3657,0.3431,0.3248,0.3072,0.2853,0.268,0.2518,0.34088,0.0039877296,0.3857,0.4126,0.4372,0.4586,0.4733,0.487,0.4918,0.4602,0.2337,0.2378,0.40779,0.0083531909
