epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.3885,0.3599,0.3333,0.3312,0.3172,0.2994,0.2784,0.2643,0.2484,0.2312,0.30518,0.0022667516000000006,0.3461,0.3588,0.3779,0.4129,0.4353,0.4509,0.4522,0.4396,0.2361,0.2394,0.37492,0.0059752875999999995
500,0.001,0.3,linear,,,,,0.4076,0.3631,0.3418,0.3232,0.3172,0.3015,0.2803,0.2651,0.2477,0.2331,0.30806,0.0026310303999999996,0.3609,0.3668,0.39,0.4095,0.4361,0.455,0.4566,0.4429,0.2387,0.2453,0.38018,0.005821493600000001
500,0.001,0.5,sigmoid,,,,,0.3758,0.3694,0.3439,0.336,0.3185,0.3004,0.2803,0.2643,0.2463,0.2338,0.30687000000000003,0.0022584361000000004,0.3418,0.3668,0.3895,0.4222,0.4397,0.4568,0.4606,0.4453,0.2378,0.243,0.38035,0.0062715965
500,0.001,0.5,linear,,,,,0.4013,0.3631,0.3376,0.3248,0.3159,0.3015,0.2793,0.2627,0.2463,0.2338,0.30663,0.0025173501000000003,0.3546,0.3668,0.3874,0.4099,0.4336,0.4542,0.4556,0.4406,0.2376,0.2451,0.37854,0.005798894399999999
500,0.075,0.3,sigmoid,,,,,0.4331,0.3726,0.3397,0.336,0.3185,0.3015,0.2821,0.2611,0.2477,0.2331,0.31253999999999993,0.0033674963999999995,0.3737,0.3785,0.3894,0.4248,0.4408,0.4593,0.4612,0.4457,0.2428,0.2477,0.38639,0.0058951209
500,0.075,0.3,linear,,,,,0.3248,0.3089,0.2909,0.2946,0.279,0.2643,0.2621,0.2484,0.23,0.2159,0.27188999999999997,0.0010691768999999995,0.2824,0.2824,0.2989,0.3449,0.3584,0.3735,0.3882,0.3727,0.1882,0.1937,0.30833,0.004761912099999999
500,0.075,0.5,sigmoid,,,,,0.4204,0.3694,0.3355,0.3376,0.3172,0.3015,0.2821,0.2635,0.2484,0.2344,0.31100000000000005,0.0029693199999999997,0.3609,0.3769,0.3826,0.4232,0.4364,0.4556,0.4595,0.4462,0.2417,0.247,0.38299999999999995,0.005857232000000001
500,0.075,0.5,linear,,,,,0.2293,0.2643,0.2696,0.2468,0.2382,0.2293,0.2229,0.2118,0.2003,0.1885,0.23009999999999997,0.0006080999999999999,0.1699,0.2251,0.2628,0.2805,0.2992,0.3167,0.3289,0.3152,0.139,0.1421,0.24794,0.0049396864
1000,0.001,0.3,sigmoid,,,,,0.3822,0.3694,0.3439,0.3392,0.321,0.2994,0.2812,0.2651,0.2484,0.2369,0.30867,0.0022942340999999996,0.3397,0.3737,0.3957,0.4295,0.4452,0.4599,0.4647,0.4501,0.2408,0.2493,0.38486000000000004,0.006330660400000002
1000,0.001,0.3,linear,,,,,0.4013,0.3631,0.3397,0.3248,0.3159,0.3004,0.2793,0.2643,0.2463,0.2331,0.30682,0.0025284556,0.3503,0.3636,0.3852,0.4083,0.432,0.4528,0.4539,0.4399,0.2369,0.2419,0.37648000000000004,0.0058457356000000005
1000,0.001,0.5,sigmoid,,,,,0.3949,0.3694,0.3418,0.3344,0.3261,0.3036,0.2821,0.2659,0.2491,0.2376,0.31049,0.0024314528999999996,0.3482,0.3774,0.3928,0.426,0.4464,0.4597,0.4639,0.4515,0.2401,0.2489,0.38549,0.0062668169
1000,0.001,0.5,linear,,,,,0.4076,0.3631,0.3355,0.3217,0.3159,0.3015,0.2793,0.2627,0.2463,0.2325,0.30661,0.0026368369000000003,0.3567,0.3636,0.3828,0.4053,0.4328,0.4526,0.4535,0.4392,0.2366,0.2415,0.37646,0.005804576400000001
1000,0.075,0.3,sigmoid,,,,,0.4204,0.3694,0.3376,0.336,0.3185,0.3015,0.2821,0.2651,0.2498,0.2344,0.31148000000000003,0.0029410696000000004,0.3609,0.3769,0.3824,0.4219,0.4372,0.4558,0.4592,0.4469,0.2429,0.2471,0.38312,0.005826299599999999
1000,0.075,0.3,linear,,,,,0.3248,0.3089,0.293,0.2962,0.2777,0.2675,0.2621,0.2484,0.2307,0.2166,0.27259,0.0010655169,0.2824,0.2856,0.3042,0.347,0.3594,0.3768,0.3898,0.3745,0.1884,0.1944,0.31025,0.004833994499999999
1000,0.075,0.5,sigmoid,,,,,0.4204,0.3631,0.3418,0.3344,0.3172,0.3025,0.2821,0.2643,0.2484,0.2344,0.31086,0.0029091883999999993,0.3609,0.3721,0.3865,0.4187,0.4354,0.4554,0.4587,0.446,0.2416,0.2466,0.38219000000000003,0.0058173329000000005
1000,0.075,0.5,linear,,,,,0.2293,0.2707,0.2696,0.2468,0.2382,0.2293,0.222,0.2126,0.2003,0.1879,0.23067,0.0006591880999999998,0.1699,0.2351,0.2664,0.2831,0.3025,0.32,0.3315,0.3195,0.1424,0.1454,0.25158,0.0049625296000000005
300,0.0025,0.5,linear,relu,1,100,0.65,0.4013,0.379,0.3461,0.3392,0.3172,0.3057,0.2821,0.2659,0.2456,0.2325,0.31145999999999996,0.0028178383999999993,0.3503,0.3811,0.3888,0.422,0.4381,0.4591,0.4622,0.4495,0.2365,0.2412,0.38288,0.0063718996
300,0.0025,0.5,linear,relu,1,100,0.8,0.414,0.3758,0.3439,0.3376,0.3223,0.3025,0.2812,0.2596,0.2435,0.2312,0.31116,0.0031251983999999997,0.3546,0.3742,0.3843,0.4227,0.444,0.4582,0.4598,0.443,0.2358,0.2412,0.38178,0.006309625599999999
300,0.0025,0.5,linear,relu,2,100,0.65,0.4204,0.3758,0.3376,0.3392,0.3248,0.3025,0.283,0.2643,0.2442,0.2312,0.31229999999999997,0.0031711160000000003,0.3652,0.379,0.3834,0.4261,0.4455,0.4595,0.4629,0.4484,0.2365,0.2416,0.38481,0.0064033729
300,0.0025,0.5,linear,relu,2,100,0.8,0.4204,0.3599,0.3418,0.336,0.3083,0.2898,0.2766,0.2548,0.2378,0.2255,0.30509,0.0033050948999999987,0.3609,0.3673,0.3892,0.4266,0.4394,0.4516,0.4578,0.44,0.2298,0.2359,0.37984999999999997,0.0064414685
400,0.0025,0.5,linear,relu,1,100,0.65,0.4013,0.3662,0.3524,0.336,0.3197,0.3036,0.2821,0.2643,0.247,0.2338,0.31064,0.0026741184,0.3461,0.3742,0.3957,0.4207,0.4407,0.4615,0.4629,0.4498,0.2386,0.2442,0.38344,0.006347428399999999
400,0.0025,0.5,linear,relu,1,100,0.8,0.4013,0.3631,0.3546,0.3328,0.3223,0.3057,0.2775,0.2619,0.2477,0.2369,0.31038,0.002642739599999999,0.3503,0.3705,0.3986,0.4211,0.4445,0.4642,0.4611,0.447,0.239,0.2468,0.38431000000000004,0.006276108900000001
400,0.0025,0.5,linear,relu,2,100,0.65,0.4204,0.3535,0.3397,0.3344,0.3248,0.3004,0.2839,0.2667,0.2484,0.2331,0.31053000000000003,0.0028130520999999995,0.3609,0.3652,0.3816,0.4161,0.4409,0.454,0.4579,0.4441,0.2369,0.2415,0.37990999999999997,0.006091142900000001
400,0.0025,0.5,linear,relu,2,100,0.8,0.3885,0.3376,0.3333,0.3105,0.3019,0.2866,0.2712,0.254,0.2364,0.2229,0.29429000000000005,0.0023257089000000004,0.3291,0.3429,0.377,0.3957,0.4148,0.4316,0.4381,0.427,0.2229,0.228,0.36071000000000003,0.0057744289
500,0.0025,0.5,linear,relu,1,100,0.65,0.4331,0.3949,0.3609,0.3344,0.3121,0.2994,0.2821,0.2635,0.2498,0.2344,0.31645999999999996,0.003752730399999999,0.3822,0.3907,0.4024,0.4251,0.4393,0.4588,0.4668,0.451,0.2462,0.2494,0.39119,0.005866290899999999
500,0.0025,0.5,linear,relu,1,100,0.8,0.4076,0.3631,0.3482,0.3344,0.3223,0.3047,0.283,0.2651,0.2498,0.2357,0.31139,0.0026449569,0.3567,0.3715,0.3892,0.4177,0.4411,0.459,0.461,0.4477,0.2399,0.2437,0.38275000000000003,0.0061369645
500,0.0025,0.5,linear,relu,2,100,0.65,0.4013,0.3662,0.3418,0.3296,0.3185,0.3036,0.283,0.2659,0.2463,0.2325,0.30887,0.0025727720999999997,0.3503,0.3731,0.3871,0.4175,0.4385,0.458,0.4605,0.4461,0.2397,0.2436,0.38144,0.0061010384
500,0.0025,0.5,linear,relu,2,100,0.8,0.4076,0.3535,0.3312,0.3185,0.307,0.2887,0.2675,0.254,0.2392,0.2242,0.29914,0.0028539523999999996,0.3397,0.353,0.3733,0.4033,0.4249,0.441,0.4419,0.4303,0.2279,0.2314,0.36667,0.005847906100000001
600,0.0025,0.5,linear,relu,1,100,0.65,0.4076,0.3758,0.3631,0.3392,0.3146,0.3036,0.2857,0.2659,0.247,0.235,0.31375,0.0029578445,0.3524,0.3726,0.3997,0.4245,0.438,0.4601,0.4649,0.4502,0.2392,0.2458,0.38473999999999997,0.0062710524
600,0.0025,0.5,linear,relu,1,100,0.8,0.4204,0.3726,0.3482,0.3344,0.3185,0.3057,0.2894,0.2651,0.247,0.2338,0.31351,0.0030344868999999997,0.3652,0.3779,0.3935,0.4241,0.4425,0.4648,0.469,0.4509,0.2402,0.245,0.38731000000000004,0.0063630289
600,0.0025,0.5,linear,relu,2,100,0.65,0.414,0.3503,0.3376,0.3296,0.3159,0.2972,0.2812,0.2627,0.2463,0.2318,0.30666000000000004,0.0026912764,0.3588,0.3572,0.387,0.4192,0.4364,0.4514,0.4582,0.4409,0.2361,0.2419,0.37871,0.006042006900000001
600,0.0025,0.5,linear,relu,2,100,0.8,0.4076,0.3503,0.3333,0.3264,0.3121,0.2994,0.2766,0.2596,0.242,0.2268,0.30340999999999996,0.0026846149000000004,0.3439,0.3567,0.384,0.4165,0.4326,0.4523,0.4539,0.4393,0.2321,0.2362,0.37475,0.0062443325
