epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,NDCG@5,0.4043,0.3723,0.3511,0.3394,0.326,0.3032,0.2812,0.2633,0.2454,0.2291,0.31153,0.0029334481000000004,0.3404,0.3631,0.3905,0.4189,0.4424,0.4567,0.463,0.4295,0.1816,0.1854,0.36715,0.0098173625
500,0.001,NDCG@10,0.3957,0.3638,0.3482,0.3394,0.323,0.3,0.2793,0.2606,0.2442,0.2294,0.3083600000000001,0.0027013484000000003,0.3319,0.3546,0.3844,0.4152,0.4364,0.45,0.4589,0.425,0.1797,0.1834,0.36195000000000005,0.0096061965
500,0.001,P@5,0.4021,0.3702,0.3532,0.3372,0.3243,0.3028,0.2793,0.2617,0.244,0.2283,0.31031,0.0029274169000000003,0.3355,0.3633,0.3922,0.4167,0.441,0.4572,0.4643,0.429,0.1813,0.1841,0.36645999999999995,0.0098968384
500,0.001,P@10,0.4021,0.3702,0.3475,0.3378,0.326,0.3004,0.2805,0.2628,0.2452,0.2294,0.31019,0.0028426828999999995,0.3355,0.3615,0.3845,0.4156,0.4408,0.453,0.4624,0.427,0.1812,0.1843,0.36458,0.0097076676
500,0.001,ERR@10,0.4043,0.3702,0.3461,0.3367,0.326,0.3004,0.2778,0.2617,0.2423,0.2291,0.30946,0.0029375704,0.3418,0.3603,0.3828,0.4129,0.439,0.4519,0.4576,0.4258,0.1783,0.1839,0.36343000000000003,0.009610004100000003
500,1e-05,NDCG@5,0.417,0.3777,0.3532,0.3399,0.3191,0.2957,0.276,0.2609,0.2456,0.2296,0.31147,0.003323656099999999,0.3504,0.3702,0.397,0.4223,0.4406,0.453,0.4607,0.4277,0.1829,0.1862,0.3691,0.009605838
500,1e-05,NDCG@10,0.383,0.3489,0.3369,0.3245,0.3153,0.2954,0.2748,0.2566,0.2388,0.2268,0.3001,0.00231195,0.3262,0.3395,0.3673,0.3944,0.4211,0.4392,0.4447,0.4103,0.1704,0.1759,0.3489,0.009111824
500,1e-05,P@5,0.4149,0.3702,0.3532,0.3383,0.32,0.3,0.2781,0.2612,0.2442,0.2291,0.31092,0.0031760216,0.3426,0.3626,0.3896,0.4177,0.4381,0.4545,0.4609,0.4293,0.1833,0.1865,0.36651,0.0095429469
500,1e-05,P@10,0.3872,0.3457,0.3362,0.3277,0.3119,0.2918,0.2751,0.2564,0.2385,0.2247,0.29952,0.0023949915999999993,0.322,0.3402,0.3694,0.3982,0.4219,0.4361,0.4463,0.4139,0.174,0.1789,0.35009,0.0089770489
500,1e-05,ERR@10,0.3851,0.3628,0.3447,0.3351,0.3247,0.2989,0.2778,0.2598,0.244,0.2302,0.30630999999999997,0.0024746009000000007,0.3284,0.3573,0.3845,0.4126,0.439,0.4525,0.4585,0.4236,0.1784,0.1828,0.36175999999999997,0.0097264744
