epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.001,NDCG@5,0.4149,0.3809,0.3596,0.3426,0.3281,0.3039,0.2821,0.2633,0.2454,0.2321,0.31528999999999996,0.0032839589000000003,0.3482,0.3757,0.4035,0.4276,0.4511,0.4653,0.4721,0.4367,0.1853,0.1906,0.37561,0.010146406900000002
1000,0.001,NDCG@10,0.4021,0.3681,0.3496,0.3346,0.326,0.3021,0.2802,0.2622,0.2444,0.2304,0.30997,0.0028162141,0.3369,0.3557,0.386,0.4122,0.4389,0.4532,0.4599,0.4265,0.1798,0.1842,0.36333000000000004,0.009653344099999999
1000,0.001,P@5,0.3936,0.3628,0.3461,0.3356,0.3209,0.2982,0.2772,0.2604,0.2433,0.2289,0.30670000000000003,0.0026446620000000003,0.334,0.3528,0.3803,0.4103,0.4331,0.4464,0.4541,0.4225,0.1775,0.1819,0.35929000000000005,0.0094260469
1000,0.001,P@10,0.4021,0.3638,0.3518,0.3388,0.3272,0.3032,0.2812,0.2617,0.244,0.2294,0.31032000000000004,0.0028309276000000006,0.334,0.3541,0.3872,0.4138,0.4422,0.4548,0.4617,0.427,0.1795,0.1843,0.36385999999999996,0.0098222604
1000,0.001,ERR@10,0.4021,0.3543,0.3404,0.3319,0.3191,0.295,0.2802,0.2593,0.2435,0.2283,0.30541,0.0026501469,0.3355,0.3514,0.3801,0.4063,0.4325,0.4469,0.4583,0.4235,0.1792,0.1838,0.35974999999999996,0.009345936499999999
1000,1e-05,NDCG@5,0.3979,0.383,0.3617,0.3447,0.3298,0.3053,0.2833,0.2644,0.2459,0.2319,0.31478999999999996,0.0030117748999999995,0.3383,0.378,0.3986,0.4225,0.4494,0.4621,0.468,0.4345,0.1819,0.1873,0.37206,0.0101912584
1000,1e-05,NDCG@10,0.3894,0.3596,0.3433,0.3319,0.3209,0.3011,0.2793,0.2614,0.2435,0.2296,0.306,0.00245819,0.3326,0.3541,0.3805,0.409,0.4336,0.4495,0.4571,0.4242,0.1762,0.1814,0.35982,0.0096264156
1000,1e-05,P@5,0.4064,0.3713,0.3582,0.341,0.3226,0.3014,0.2812,0.263,0.2466,0.2315,0.31232000000000004,0.0029734035999999997,0.334,0.3658,0.3985,0.4205,0.4406,0.4565,0.4667,0.4327,0.1825,0.1867,0.36845,0.0099156045
1000,1e-05,P@10,0.3957,0.3713,0.3496,0.3388,0.3234,0.3021,0.2778,0.2596,0.243,0.2294,0.30907,0.002829546100000001,0.3305,0.3617,0.3851,0.4167,0.4378,0.4531,0.4581,0.4249,0.1789,0.1838,0.36306000000000005,0.009702412400000002
1000,1e-05,ERR@10,0.3915,0.366,0.344,0.3356,0.3179,0.2947,0.2757,0.2588,0.2423,0.2279,0.30544000000000004,0.0026799804000000003,0.3376,0.3562,0.3786,0.4108,0.4323,0.4436,0.452,0.4193,0.1752,0.18,0.35856,0.0094169844
1500,0.001,NDCG@5,0.3915,0.3691,0.3511,0.3394,0.3234,0.2989,0.2781,0.2606,0.2442,0.2291,0.30854,0.0027302504,0.3305,0.3585,0.3891,0.4167,0.4407,0.4525,0.4613,0.4277,0.1805,0.1849,0.36424,0.009754840400000001
1500,0.001,NDCG@10,0.4064,0.3713,0.3567,0.3399,0.3247,0.3014,0.2809,0.2622,0.2449,0.23,0.31184,0.0030151404,0.3426,0.3649,0.3981,0.4225,0.4427,0.4579,0.4663,0.4319,0.1835,0.1873,0.36977000000000004,0.0098600641
1500,0.001,P@5,0.417,0.3777,0.3596,0.3404,0.3234,0.3057,0.2839,0.2641,0.248,0.2338,0.31536000000000003,0.003176582399999999,0.3532,0.3773,0.4034,0.4236,0.446,0.4653,0.4729,0.4393,0.1854,0.1898,0.37562,0.0100806396
1500,0.001,P@10,0.4085,0.3691,0.3518,0.3394,0.3255,0.3032,0.2815,0.2625,0.2459,0.2311,0.31184999999999996,0.0029461444999999992,0.3404,0.3606,0.391,0.4183,0.4425,0.4562,0.4634,0.43,0.1829,0.1879,0.36732,0.0096843656
1500,0.001,ERR@10,0.4085,0.3723,0.3518,0.3378,0.3238,0.3025,0.2796,0.262,0.2452,0.2291,0.31126,0.0030306443999999996,0.3433,0.3603,0.388,0.4166,0.4403,0.4542,0.4615,0.4269,0.1827,0.1857,0.36595000000000005,0.009582788500000003
1500,1e-05,NDCG@5,0.4043,0.3681,0.3596,0.3441,0.3247,0.3014,0.2809,0.2625,0.2442,0.2298,0.31196,0.0030007443999999993,0.3418,0.3626,0.3956,0.423,0.4439,0.4579,0.4651,0.4302,0.1815,0.1861,0.36877,0.009950636100000002
1500,1e-05,NDCG@10,0.4043,0.3734,0.3482,0.3362,0.3217,0.3011,0.2784,0.2604,0.2447,0.2306,0.30989999999999995,0.00293009,0.3376,0.3663,0.3877,0.4156,0.4375,0.4531,0.4594,0.4245,0.1804,0.1848,0.36469,0.0095845809
1500,1e-05,P@5,0.3979,0.3713,0.3511,0.3372,0.3302,0.3039,0.2815,0.2641,0.2456,0.2321,0.31149,0.0027471029000000003,0.3326,0.3638,0.3905,0.416,0.4471,0.458,0.4642,0.431,0.1822,0.1872,0.36726,0.009886610399999999
1500,1e-05,P@10,0.4149,0.3904,0.361,0.3452,0.3302,0.3053,0.2809,0.2622,0.2461,0.2291,0.31653,0.0035071601,0.3525,0.3814,0.4085,0.4322,0.4543,0.4671,0.472,0.4366,0.1886,0.1919,0.37851,0.0101063129
1500,1e-05,ERR@10,0.4,0.3649,0.3482,0.334,0.3238,0.3021,0.2787,0.2604,0.2421,0.2298,0.3084,0.00278588,0.3376,0.3557,0.3844,0.4109,0.4381,0.4512,0.4579,0.4233,0.1775,0.1832,0.36198,0.009624005599999999
2000,0.001,NDCG@5,0.3851,0.3681,0.3496,0.3383,0.3204,0.3011,0.2796,0.2612,0.2444,0.2313,0.30791,0.0025331009,0.3241,0.3571,0.3878,0.4148,0.4341,0.4505,0.46,0.4247,0.1801,0.1853,0.36184999999999995,0.009579012500000001
2000,0.001,NDCG@10,0.4043,0.3755,0.3532,0.3394,0.3277,0.3032,0.2805,0.2628,0.2447,0.2296,0.31209,0.0030055528999999997,0.3348,0.3654,0.3906,0.4186,0.4454,0.4571,0.4648,0.4312,0.1823,0.187,0.36772,0.0098718876
2000,0.001,P@5,0.3915,0.3723,0.3574,0.3431,0.3196,0.2982,0.2809,0.2606,0.2449,0.2302,0.30987,0.0027990361000000004,0.3376,0.3654,0.3976,0.4238,0.4407,0.454,0.4622,0.4279,0.1814,0.1854,0.36760000000000004,0.009822438
2000,0.001,P@10,0.4064,0.3734,0.3482,0.3372,0.3238,0.3014,0.2799,0.2622,0.244,0.2304,0.31069,0.0029654249000000002,0.3426,0.361,0.3857,0.4152,0.4387,0.4532,0.4598,0.4259,0.1814,0.1872,0.36506999999999995,0.0094694821
2000,0.001,ERR@10,0.3936,0.3649,0.3447,0.3372,0.3243,0.3021,0.2805,0.2609,0.2444,0.2291,0.30817,0.0026309540999999996,0.334,0.3525,0.3793,0.4116,0.4358,0.4495,0.4581,0.4229,0.1793,0.1831,0.36061,0.009504558900000001
2000,1e-05,NDCG@5,0.4,0.3691,0.3546,0.3399,0.3247,0.3028,0.2812,0.2617,0.2435,0.2287,0.31062,0.002893433600000001,0.3305,0.3619,0.394,0.4193,0.4419,0.4562,0.465,0.4292,0.181,0.184,0.3663,0.009994214000000001
2000,1e-05,NDCG@10,0.3915,0.3596,0.3504,0.3378,0.317,0.2968,0.2793,0.2606,0.243,0.2283,0.30643,0.0026149941,0.3319,0.355,0.3905,0.418,0.4361,0.4502,0.4605,0.4274,0.1821,0.1861,0.36378000000000005,0.0095425856
2000,1e-05,P@5,0.4,0.3638,0.3468,0.3335,0.3243,0.3011,0.2784,0.2614,0.2444,0.2283,0.30820000000000003,0.0027491,0.3376,0.356,0.3835,0.4105,0.4369,0.4506,0.4567,0.425,0.1776,0.1813,0.36157,0.009649692100000001
2000,1e-05,P@10,0.3915,0.3585,0.3461,0.3372,0.3196,0.2982,0.2775,0.2598,0.243,0.2296,0.3061,0.0025646300000000005,0.3248,0.3496,0.3818,0.4102,0.432,0.4455,0.4533,0.4207,0.1761,0.1825,0.35765,0.0094496345
2000,1e-05,ERR@10,0.4085,0.3723,0.3511,0.3362,0.3226,0.3018,0.2796,0.2612,0.2437,0.2309,0.31079,0.0030137048999999997,0.3532,0.3658,0.3926,0.418,0.4423,0.4577,0.4644,0.4298,0.1834,0.1888,0.36960000000000004,0.009617202
