epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4841,0.4299,0.4055,0.3774,0.3427,0.3217,0.3021,0.2811,0.2633,0.2522,0.346,0.005301536000000001,0.4076,0.4214,0.4599,0.4837,0.5,0.5182,0.5292,0.4905,0.2084,0.2191,0.42380000000000007,0.012373452
100,0.001,0.01,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
100,0.001,0.1,Identity,,,,0.4841,0.4299,0.4055,0.379,0.3427,0.3217,0.3021,0.2811,0.2633,0.2522,0.34615999999999997,0.005311814400000001,0.4076,0.4214,0.4599,0.4841,0.5,0.5183,0.5293,0.4905,0.2084,0.2191,0.42386,0.0123822544
100,0.001,0.1,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
100,0.001,0.3,Identity,,,,0.4841,0.4299,0.4055,0.379,0.3427,0.3217,0.3021,0.2811,0.2633,0.2522,0.34615999999999997,0.005311814400000001,0.4076,0.4214,0.4599,0.4841,0.5,0.5183,0.5293,0.4905,0.2084,0.2191,0.42386,0.0123822544
100,0.001,0.3,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
100,0.075,0.01,Identity,,,,0.4777,0.4236,0.3949,0.3646,0.3376,0.3238,0.303,0.2803,0.2611,0.2452,0.34118,0.0049969036,0.4183,0.4289,0.4562,0.4791,0.4981,0.5192,0.5291,0.4948,0.208,0.2121,0.42438000000000003,0.0126298016
100,0.075,0.01,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
100,0.075,0.1,Identity,,,,0.465,0.4268,0.3843,0.3646,0.335,0.3142,0.293,0.2755,0.2562,0.2439,0.3358499999999999,0.0048872205,0.397,0.4395,0.4583,0.4805,0.5017,0.5151,0.5248,0.4904,0.2058,0.2129,0.4226000000000001,0.012639894000000002
100,0.075,0.1,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
100,0.075,0.3,Identity,,,,0.4713,0.4268,0.3928,0.3631,0.3452,0.3174,0.2966,0.2779,0.2597,0.2452,0.3396,0.004980668,0.4119,0.4299,0.4569,0.4759,0.502,0.5146,0.5241,0.4893,0.2073,0.2133,0.42252,0.012386517599999999
100,0.075,0.3,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
500,0.001,0.01,Identity,,,,0.4777,0.4299,0.4076,0.3758,0.3465,0.3217,0.3003,0.2811,0.2626,0.2529,0.34561,0.0051579589000000006,0.4055,0.4283,0.4649,0.4865,0.5054,0.5213,0.5318,0.4937,0.2107,0.2226,0.42706999999999995,0.0124476581
500,0.001,0.01,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
500,0.001,0.1,Identity,,,,0.4777,0.4299,0.4076,0.3758,0.3465,0.3217,0.3003,0.2811,0.2626,0.2529,0.34561,0.0051579589000000006,0.4055,0.4283,0.4649,0.4865,0.5054,0.5213,0.5318,0.4937,0.2107,0.2226,0.42706999999999995,0.0124476581
500,0.001,0.1,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
500,0.001,0.3,Identity,,,,0.4777,0.4299,0.4076,0.3758,0.3465,0.3217,0.3003,0.2811,0.2626,0.2529,0.34561,0.0051579589000000006,0.4055,0.4283,0.4649,0.4865,0.5054,0.5213,0.5318,0.4937,0.2107,0.2226,0.42706999999999995,0.0124476581
500,0.001,0.3,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
500,0.075,0.01,Identity,,,,0.4713,0.4299,0.3992,0.3599,0.3427,0.3174,0.2985,0.2787,0.2597,0.2446,0.34019,0.0050769229,0.4119,0.4379,0.4637,0.4787,0.5057,0.5181,0.529,0.4934,0.2086,0.2138,0.42607999999999996,0.0126816796
500,0.075,0.01,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
500,0.075,0.1,Identity,,,,0.4777,0.4204,0.3992,0.3678,0.3452,0.3227,0.3012,0.2787,0.2619,0.2452,0.342,0.0050339040000000005,0.4098,0.4299,0.4578,0.4818,0.5044,0.5213,0.5289,0.4922,0.2085,0.2118,0.42464,0.012777142400000002
500,0.075,0.1,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
500,0.075,0.3,Identity,,,,0.4777,0.4268,0.3949,0.3615,0.3452,0.3185,0.2966,0.2779,0.2611,0.2446,0.34048,0.0051525116000000004,0.4183,0.4299,0.4587,0.4753,0.5028,0.5151,0.5244,0.4896,0.2085,0.2129,0.4235500000000001,0.0123796685
500,0.075,0.3,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
1000,0.001,0.01,Identity,,,,0.4777,0.4299,0.4076,0.3774,0.3452,0.3217,0.3003,0.2811,0.2626,0.2529,0.34564,0.005167812400000001,0.4055,0.4283,0.4649,0.4871,0.5045,0.5212,0.5317,0.4937,0.2106,0.2226,0.42701,0.012441154899999998
1000,0.001,0.01,Sigmoid,,,,0.1592,0.1911,0.2208,0.2166,0.2127,0.2155,0.2175,0.215,0.196,0.1822,0.20266,0.0003646923999999999,0.121,0.1741,0.2257,0.2495,0.2755,0.3028,0.3248,0.3167,0.1113,0.1138,0.22152,0.006615159599999999
