epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4459,0.3949,0.3779,0.3503,0.3287,0.3079,0.2912,0.2739,0.2597,0.2427,0.32731,0.0037985089,0.3737,0.3896,0.4258,0.4475,0.4701,0.4885,0.5027,0.469,0.1979,0.2008,0.39656,0.0112183004
500,0.001,0.3,linear,,,,,0.4904,0.4299,0.4098,0.3726,0.3439,0.3227,0.3012,0.2795,0.2619,0.2522,0.34641,0.0055514729,0.4098,0.4305,0.4645,0.4828,0.5058,0.5228,0.5324,0.4946,0.2124,0.2242,0.42797999999999997,0.0123065376
500,0.001,0.5,sigmoid,,,,,0.4395,0.4013,0.3758,0.3535,0.3299,0.3079,0.2939,0.2739,0.2619,0.2446,0.32822000000000007,0.0036561756,0.3673,0.396,0.4289,0.4522,0.4765,0.4909,0.5063,0.4704,0.2002,0.203,0.39916999999999997,0.0113738401
500,0.001,0.5,linear,,,,,0.4904,0.4299,0.4098,0.3726,0.3452,0.3217,0.3012,0.2803,0.2633,0.2522,0.3466600000000001,0.005521660400000001,0.414,0.4283,0.4659,0.4827,0.5062,0.5223,0.5318,0.4946,0.2137,0.2245,0.4284,0.012217746
500,0.075,0.3,sigmoid,,,,,0.5032,0.4331,0.4034,0.379,0.3541,0.3323,0.3057,0.2842,0.2661,0.2516,0.35126999999999997,0.0057396281,0.4183,0.439,0.4614,0.4883,0.5124,0.5304,0.5375,0.4998,0.2165,0.2236,0.43272000000000005,0.012601017599999997
500,0.075,0.3,linear,,,,,0.4395,0.4108,0.3907,0.3615,0.3376,0.3153,0.2957,0.2771,0.2604,0.2452,0.33338,0.003936533599999999,0.3715,0.4161,0.4489,0.469,0.4897,0.506,0.5198,0.4835,0.2068,0.2121,0.41234000000000004,0.0119939944
500,0.075,0.5,sigmoid,,,,,0.5032,0.4331,0.4055,0.379,0.3541,0.3333,0.3057,0.2842,0.2654,0.2522,0.35157,0.0057582280999999985,0.4183,0.4368,0.4624,0.4884,0.5154,0.5321,0.5374,0.5004,0.2161,0.2238,0.43310999999999994,0.0127026869
500,0.075,0.5,linear,,,,,0.4268,0.4076,0.3864,0.3567,0.3325,0.3121,0.2975,0.2771,0.2597,0.2452,0.33016000000000006,0.0035600044000000013,0.3631,0.4055,0.4349,0.4592,0.481,0.4989,0.514,0.4768,0.2036,0.2095,0.40465,0.0115997945
1000,0.001,0.3,sigmoid,,,,,0.465,0.4204,0.3907,0.3599,0.335,0.3089,0.2912,0.2747,0.2626,0.2459,0.33542999999999995,0.0047330121000000005,0.3885,0.4082,0.4434,0.4623,0.4866,0.499,0.5094,0.4766,0.2028,0.208,0.40847999999999995,0.011613355599999998
1000,0.001,0.3,linear,,,,,0.4713,0.4299,0.4076,0.3694,0.3452,0.3227,0.3012,0.2803,0.2626,0.2529,0.34431,0.0049543089,0.3949,0.4283,0.4637,0.4803,0.506,0.522,0.5312,0.4941,0.2127,0.2243,0.42575,0.012284208500000001
1000,0.001,0.5,sigmoid,,,,,0.4713,0.4331,0.397,0.3615,0.3338,0.31,0.293,0.2747,0.2626,0.2465,0.33835000000000004,0.0051735865,0.3907,0.4268,0.4544,0.4736,0.496,0.5077,0.5179,0.4849,0.2044,0.2106,0.41669999999999996,0.012244758000000003
1000,0.001,0.5,linear,,,,,0.4713,0.4268,0.4055,0.371,0.3452,0.3227,0.3012,0.2811,0.2626,0.2529,0.34402999999999995,0.0048740921000000005,0.3949,0.4252,0.4613,0.4791,0.5048,0.5211,0.53,0.4938,0.2116,0.223,0.42447999999999997,0.012285309599999999
1000,0.075,0.3,sigmoid,,,,,0.5032,0.4299,0.4013,0.379,0.3567,0.3344,0.3057,0.2842,0.2661,0.2529,0.35134000000000004,0.005635698399999999,0.4183,0.4299,0.4547,0.4879,0.5139,0.5305,0.5352,0.4987,0.2152,0.2229,0.43072,0.012604985600000002
1000,0.075,0.3,linear,,,,,0.4395,0.4108,0.3907,0.3615,0.3376,0.3153,0.2957,0.2771,0.2604,0.2446,0.33332,0.003947147599999999,0.3715,0.4161,0.4489,0.469,0.4897,0.506,0.5198,0.4835,0.2068,0.2119,0.4123200000000001,0.0120020076
1000,0.075,0.5,sigmoid,,,,,0.5032,0.4299,0.4055,0.3774,0.358,0.3344,0.3057,0.2834,0.2661,0.2529,0.35165,0.0056831065,0.4183,0.4321,0.4584,0.4879,0.5156,0.5316,0.5362,0.4991,0.216,0.2236,0.43187999999999993,0.012636505599999997
