epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.075,0.5,linear,,,,,0.4268,0.4076,0.3864,0.3551,0.3325,0.3121,0.2975,0.2771,0.2597,0.2452,0.33,0.003551742000000001,0.3631,0.4055,0.4349,0.458,0.4809,0.4987,0.5139,0.4766,0.2036,0.2095,0.40447,0.011576454100000001
300,0.0025,0.5,linear,relu,1,100,0.65,0.4904,0.4586,0.4098,0.3806,0.3567,0.327,0.3039,0.2803,0.2626,0.2465,0.35164,0.0061899824,0.414,0.465,0.4749,0.4937,0.5241,0.5361,0.5441,0.5081,0.2157,0.2212,0.43968999999999997,0.013536810900000001
300,0.0025,0.5,linear,relu,1,100,0.8,0.4586,0.4459,0.4055,0.3742,0.3452,0.3238,0.3003,0.2787,0.2604,0.2484,0.3441,0.005092254,0.3822,0.448,0.4673,0.4899,0.5104,0.5306,0.536,0.5017,0.2092,0.217,0.42923,0.0134665261
300,0.0025,0.5,linear,relu,2,100,0.65,0.4841,0.4395,0.4013,0.3806,0.3503,0.3248,0.303,0.2834,0.2633,0.251,0.34813,0.005412372099999999,0.3992,0.4406,0.459,0.4904,0.5134,0.526,0.5334,0.5024,0.2151,0.2222,0.43017000000000005,0.012701760099999997
300,0.0025,0.5,linear,relu,2,100,0.8,0.4777,0.4363,0.4013,0.3631,0.3376,0.3142,0.2948,0.2779,0.2583,0.242,0.34032,0.0055374996000000015,0.4013,0.4384,0.4618,0.4762,0.5,0.5154,0.5275,0.4949,0.2089,0.2139,0.42383,0.0125155081
400,0.0025,0.5,linear,relu,1,100,0.65,0.4713,0.4427,0.4055,0.3838,0.3478,0.3217,0.2985,0.2763,0.2626,0.249,0.34592,0.0054092636,0.3949,0.4512,0.4668,0.4968,0.5134,0.5269,0.5333,0.4956,0.211,0.2192,0.43091,0.0131206709
400,0.0025,0.5,linear,relu,1,100,0.8,0.4904,0.4331,0.4034,0.3838,0.3503,0.3217,0.3021,0.2779,0.2619,0.249,0.34736,0.0056798484,0.4013,0.4305,0.4571,0.4883,0.5084,0.5189,0.5305,0.4915,0.208,0.2164,0.42508999999999997,0.012755738899999999
400,0.0025,0.5,linear,relu,2,100,0.65,0.4904,0.4363,0.4119,0.3774,0.3465,0.3195,0.2948,0.2755,0.2576,0.2433,0.34532,0.0060985636,0.4055,0.4347,0.4643,0.4846,0.5047,0.5174,0.5255,0.4905,0.2052,0.2108,0.42432,0.0129040396
400,0.0025,0.5,linear,relu,2,100,0.8,0.4331,0.4172,0.3843,0.3742,0.3452,0.3217,0.2966,0.2707,0.2562,0.2427,0.33419,0.0040959729,0.3694,0.4236,0.4471,0.4801,0.4998,0.5171,0.5222,0.4801,0.2016,0.2097,0.41506999999999994,0.0128454641
500,0.0025,0.5,linear,relu,1,100,0.65,0.4713,0.4395,0.4098,0.3806,0.3618,0.3323,0.3012,0.2842,0.2633,0.249,0.34930000000000005,0.005211294,0.3992,0.4485,0.4732,0.4936,0.5221,0.536,0.5394,0.5068,0.2169,0.2228,0.43585,0.0132788325
500,0.0025,0.5,linear,relu,1,100,0.8,0.4904,0.4459,0.4098,0.3774,0.349,0.3248,0.3003,0.2779,0.2611,0.2465,0.34831,0.006012720900000001,0.4183,0.4485,0.4744,0.493,0.514,0.5308,0.5369,0.4996,0.2118,0.2168,0.43441,0.013277890900000002
500,0.0025,0.5,linear,relu,2,100,0.65,0.4586,0.4395,0.4076,0.3806,0.3567,0.327,0.303,0.2826,0.2626,0.251,0.34692,0.0048728876,0.3949,0.4453,0.4681,0.4934,0.5217,0.5311,0.5388,0.5061,0.2163,0.2243,0.434,0.01310162
500,0.0025,0.5,linear,relu,2,100,0.8,0.4968,0.4427,0.4183,0.3758,0.3439,0.3142,0.2939,0.2763,0.2611,0.2484,0.34714,0.006351578399999999,0.4246,0.4437,0.4749,0.4906,0.5077,0.5214,0.5291,0.4973,0.2121,0.2189,0.43203,0.012664898099999999
600,0.0025,0.5,linear,relu,1,100,0.65,0.465,0.4427,0.397,0.379,0.3567,0.3248,0.2994,0.2787,0.2633,0.249,0.34556,0.0050713024,0.3928,0.4496,0.4604,0.4902,0.5189,0.5303,0.5364,0.5001,0.2143,0.2222,0.43152,0.013019869600000001
600,0.0025,0.5,linear,relu,1,100,0.8,0.4904,0.4459,0.4119,0.3822,0.3503,0.3206,0.3012,0.2811,0.2619,0.2484,0.34939,0.005985096899999999,0.4098,0.4528,0.473,0.4993,0.5203,0.5297,0.5385,0.5035,0.2122,0.2187,0.43578,0.013459849599999995
600,0.0025,0.5,linear,relu,2,100,0.65,0.4904,0.4427,0.4119,0.379,0.3541,0.3259,0.2985,0.2787,0.2633,0.2497,0.34942,0.0058885236,0.414,0.4432,0.4685,0.4896,0.5168,0.5256,0.5341,0.4978,0.2112,0.2223,0.4323099999999999,0.012853126900000001
600,0.0025,0.5,linear,relu,2,100,0.8,0.4076,0.4076,0.3843,0.3615,0.3465,0.3217,0.2985,0.2755,0.259,0.2439,0.33060999999999996,0.0032738388999999993,0.3567,0.4241,0.447,0.4772,0.5013,0.5172,0.5254,0.4863,0.2086,0.2137,0.41574999999999995,0.012665594499999999
