epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4204,0.3928,0.3715,0.3546,0.3363,0.3188,0.2969,0.2792,0.2607,0.2442,0.32754000000000005,0.0030388404000000003,0.3539,0.3855,0.4105,0.4358,0.4557,0.4698,0.4737,0.4469,0.221,0.2239,0.38767,0.008086510100000001
500,0.001,0.3,linear,,,,,0.465,0.4204,0.3949,0.3678,0.3456,0.3277,0.3063,0.2848,0.2687,0.2527,0.34339,0.004283144900000001,0.3914,0.4137,0.4411,0.4583,0.4751,0.4886,0.4923,0.4605,0.2347,0.239,0.40947000000000006,0.0083367541
500,0.001,0.5,sigmoid,,,,,0.4374,0.3917,0.3779,0.3572,0.3389,0.3209,0.2981,0.2816,0.2626,0.2478,0.33141,0.0033177809,0.368,0.3843,0.4162,0.4394,0.4586,0.4719,0.4754,0.4483,0.2246,0.2292,0.39159,0.0078937429
500,0.001,0.5,linear,,,,,0.4607,0.4225,0.3956,0.3646,0.3469,0.3277,0.306,0.2848,0.2687,0.2531,0.34306000000000003,0.0042014864,0.3871,0.4188,0.4436,0.4593,0.4787,0.4906,0.4938,0.462,0.2354,0.2401,0.41093999999999997,0.008444612399999999
500,0.075,0.3,sigmoid,,,,,0.4544,0.4172,0.3942,0.3646,0.3482,0.3291,0.3057,0.2853,0.268,0.2539,0.3420599999999999,0.003949940399999999,0.3822,0.4117,0.4391,0.4575,0.4737,0.4885,0.4904,0.4613,0.2369,0.2415,0.40828,0.008152085600000001
500,0.075,0.3,linear,,,,,0.4437,0.4066,0.3737,0.3524,0.3333,0.3163,0.2963,0.2781,0.2609,0.2482,0.33094999999999997,0.0036691604999999987,0.3715,0.4085,0.424,0.4423,0.4611,0.476,0.4803,0.4523,0.223,0.2281,0.39671,0.0082712749
500,0.075,0.5,sigmoid,,,,,0.4565,0.4193,0.3928,0.3646,0.3469,0.3284,0.3057,0.2861,0.2682,0.2541,0.34226,0.0040000584,0.3857,0.4163,0.4395,0.4581,0.4743,0.489,0.4925,0.4629,0.2367,0.2418,0.40968,0.0082117296
500,0.075,0.5,linear,,,,,0.431,0.4045,0.3687,0.3482,0.327,0.3107,0.2924,0.2768,0.2595,0.2452,0.32639999999999997,0.003423736000000001,0.3616,0.4085,0.4198,0.4393,0.4557,0.4704,0.4762,0.4502,0.2203,0.2256,0.39276,0.008205174400000001
1000,0.001,0.3,sigmoid,,,,,0.448,0.3949,0.3822,0.3599,0.3393,0.322,0.3,0.2824,0.264,0.2486,0.33413,0.0035882501000000003,0.373,0.3869,0.4193,0.4418,0.4595,0.4729,0.4767,0.4506,0.2251,0.2292,0.3935,0.007965840000000002
1000,0.001,0.3,linear,,,,,0.4586,0.4183,0.3921,0.3652,0.3461,0.3284,0.3066,0.2845,0.268,0.2531,0.34208999999999995,0.004060580900000001,0.3864,0.4153,0.4389,0.4583,0.4762,0.4894,0.4924,0.4606,0.2341,0.2391,0.40907,0.0083929041
1000,0.001,0.5,sigmoid,,,,,0.4522,0.4066,0.3885,0.3636,0.341,0.3266,0.3039,0.2848,0.2654,0.251,0.33836,0.0037923684,0.3744,0.4,0.4293,0.4471,0.4639,0.48,0.4846,0.4568,0.2304,0.2347,0.40012,0.008068697599999999
1000,0.001,0.5,linear,,,,,0.465,0.4161,0.3928,0.3662,0.3456,0.327,0.3069,0.284,0.2673,0.2522,0.34231,0.004226322900000001,0.3914,0.4119,0.438,0.4578,0.4738,0.4869,0.4912,0.4589,0.2329,0.238,0.40808,0.0083298656
1000,0.075,0.3,sigmoid,,,,,0.4522,0.4183,0.3928,0.3646,0.3469,0.3284,0.3063,0.2861,0.2682,0.2537,0.34175,0.0038908105,0.3815,0.4107,0.4376,0.4565,0.4725,0.4868,0.4913,0.4613,0.2353,0.24,0.40735,0.0082132485
1000,0.075,0.3,linear,,,,,0.4416,0.4066,0.3737,0.3524,0.3333,0.3163,0.2963,0.2787,0.2611,0.2482,0.33082,0.0036131255999999994,0.3694,0.4085,0.424,0.4423,0.4611,0.4762,0.4803,0.4526,0.2232,0.2281,0.39657,0.0082818601
1000,0.075,0.5,sigmoid,,,,,0.4522,0.4172,0.3921,0.3646,0.3469,0.3284,0.3063,0.2858,0.2689,0.2537,0.34160999999999997,0.0038600729000000007,0.3829,0.4103,0.437,0.4564,0.4728,0.4868,0.4916,0.4606,0.2356,0.2399,0.40739000000000003,0.008195870899999999
1000,0.075,0.5,linear,,,,,0.4289,0.4045,0.3694,0.3487,0.327,0.3107,0.2921,0.2768,0.2593,0.245,0.32624,0.0033963764000000006,0.3595,0.4085,0.4204,0.4398,0.4559,0.4706,0.4762,0.4501,0.2202,0.2255,0.39267,0.008237932100000001
300,0.0025,0.5,linear,relu,1,100,0.65,0.4756,0.4321,0.4048,0.3753,0.3495,0.3273,0.3048,0.2842,0.2656,0.2512,0.34703999999999996,0.004984430400000001,0.4091,0.4321,0.4548,0.4714,0.4854,0.4975,0.5008,0.4688,0.2372,0.2428,0.41999000000000003,0.0088127389
300,0.0025,0.5,linear,relu,1,100,0.8,0.4522,0.4151,0.3935,0.3636,0.3427,0.3241,0.3036,0.2837,0.2649,0.2503,0.33937,0.0040084941,0.3829,0.4089,0.4374,0.4519,0.4714,0.4825,0.4886,0.4607,0.2313,0.2357,0.40512999999999993,0.008309366099999998
300,0.0025,0.5,linear,relu,2,100,0.65,0.4607,0.4214,0.3892,0.3684,0.3499,0.3248,0.303,0.2845,0.2654,0.2503,0.34176,0.0042780223999999995,0.39,0.42,0.4404,0.4611,0.4786,0.4879,0.4911,0.4645,0.2332,0.2372,0.4104,0.008547368000000001
300,0.0025,0.5,linear,relu,2,100,0.8,0.4565,0.4151,0.3829,0.3593,0.3406,0.3163,0.2954,0.28,0.2623,0.2478,0.3356199999999999,0.004192265600000002,0.3914,0.4091,0.4276,0.4488,0.467,0.4767,0.4822,0.4559,0.2286,0.2331,0.40204000000000006,0.008074546400000002
400,0.0025,0.5,linear,relu,1,100,0.65,0.482,0.431,0.4048,0.3753,0.355,0.3284,0.306,0.2842,0.2666,0.2518,0.34851,0.005096192899999999,0.4098,0.4306,0.4557,0.4732,0.49,0.4992,0.5015,0.4709,0.2393,0.2435,0.42137,0.0088512801
400,0.0025,0.5,linear,relu,1,100,0.8,0.448,0.413,0.3885,0.3636,0.3478,0.327,0.3039,0.2826,0.2656,0.249,0.33890000000000003,0.003853428,0.3829,0.4121,0.4349,0.4547,0.4759,0.4871,0.4895,0.4613,0.2301,0.2339,0.40624000000000005,0.0085829924
400,0.0025,0.5,linear,relu,2,100,0.65,0.4628,0.4183,0.3942,0.3689,0.3486,0.3248,0.3036,0.2842,0.2656,0.2478,0.34188,0.004372803600000001,0.3949,0.4161,0.4386,0.46,0.4771,0.4867,0.4907,0.4637,0.2337,0.2361,0.40976,0.008468698400000002
