epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.5032,0.4416,0.4133,0.3901,0.3639,0.3386,0.317,0.2975,0.2793,0.2637,0.36082000000000003,0.005291957599999999,0.4268,0.4365,0.4644,0.4882,0.5064,0.5166,0.5219,0.484,0.2514,0.2572,0.43534000000000006,0.009079386399999998
100,0.001,0.01,Sigmoid,,,,0.1592,0.19,0.2024,0.2113,0.2106,0.2127,0.2169,0.2147,0.1998,0.187,0.20046,0.0002840363999999999,0.1338,0.1762,0.2119,0.24,0.2627,0.2863,0.3075,0.2941,0.1184,0.1222,0.21530999999999997,0.004884796899999999
100,0.001,0.1,Identity,,,,0.5032,0.4416,0.4133,0.3901,0.3643,0.339,0.317,0.2983,0.2793,0.2637,0.36097999999999997,0.005280365599999999,0.4268,0.4365,0.4644,0.4882,0.5065,0.5167,0.5222,0.4845,0.2514,0.2572,0.43544,0.0090925184
100,0.001,0.1,Sigmoid,,,,0.1592,0.19,0.2024,0.2113,0.2106,0.2127,0.2169,0.2147,0.1998,0.187,0.20046,0.0002840363999999999,0.1338,0.1762,0.2119,0.24,0.2627,0.2863,0.3075,0.2941,0.1184,0.1222,0.21530999999999997,0.004884796899999999
100,0.001,0.3,Identity,,,,0.5011,0.4416,0.4133,0.3896,0.3643,0.3386,0.3167,0.298,0.2793,0.2639,0.36064,0.005222376399999999,0.4246,0.4365,0.4644,0.488,0.5065,0.5159,0.5217,0.4842,0.2513,0.2573,0.43504,0.0090701324
100,0.001,0.3,Sigmoid,,,,0.1592,0.19,0.2024,0.2113,0.2106,0.2127,0.2169,0.2147,0.1998,0.187,0.20046,0.0002840363999999999,0.1338,0.1762,0.2119,0.24,0.2627,0.2863,0.3075,0.2941,0.1184,0.1222,0.21530999999999997,0.004884796899999999
100,0.075,0.01,Identity,,,,0.4692,0.4204,0.3914,0.3758,0.3563,0.3316,0.3112,0.2898,0.2711,0.255,0.34718,0.004222281600000001,0.4013,0.4144,0.4415,0.4721,0.491,0.5044,0.5102,0.4723,0.2415,0.2461,0.41947999999999996,0.008869415599999998
100,0.075,0.01,Sigmoid,,,,0.1592,0.19,0.2024,0.2113,0.2106,0.2127,0.2169,0.2147,0.1998,0.187,0.20046,0.0002840363999999999,0.1338,0.1762,0.2119,0.24,0.2627,0.2863,0.3075,0.2941,0.1184,0.1222,0.21530999999999997,0.004884796899999999
100,0.075,0.1,Identity,,,,0.4692,0.4204,0.3914,0.3758,0.3563,0.3316,0.3112,0.2898,0.2711,0.255,0.34718,0.004222281600000001,0.4013,0.4144,0.4415,0.4721,0.491,0.5044,0.5102,0.4723,0.2415,0.2461,0.41947999999999996,0.008869415599999998
100,0.075,0.1,Sigmoid,,,,0.1592,0.19,0.2024,0.2113,0.2106,0.2127,0.2169,0.2147,0.1998,0.187,0.20046,0.0002840363999999999,0.1338,0.1762,0.2119,0.24,0.2627,0.2863,0.3075,0.2941,0.1184,0.1222,0.21530999999999997,0.004884796899999999
