epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.3885,0.3376,0.327,0.3169,0.3045,0.2845,0.2675,0.2476,0.2328,0.2185,0.29254,0.0024924704000000007,0.3163,0.3158,0.3508,0.3798,0.402,0.4131,0.4193,0.404,0.1562,0.1593,0.33166,0.0088159484
500,0.001,0.3,linear,,,,,0.4013,0.3599,0.3397,0.3153,0.3083,0.2941,0.273,0.25,0.2364,0.221,0.2999,0.0029278439999999998,0.3291,0.3461,0.3783,0.3934,0.4188,0.4326,0.4359,0.4186,0.1648,0.167,0.34846,0.0094541764
500,0.001,0.5,sigmoid,,,,,0.3949,0.3376,0.3397,0.3185,0.3019,0.2866,0.2712,0.2508,0.2335,0.2191,0.29538,0.0026524976,0.3227,0.3211,0.3656,0.3846,0.4054,0.4193,0.4266,0.4105,0.1571,0.1596,0.33724999999999994,0.0092257425
500,0.001,0.5,linear,,,,,0.4013,0.3535,0.3376,0.3153,0.3096,0.293,0.2739,0.2492,0.235,0.221,0.29894000000000004,0.0028629564,0.3291,0.3344,0.3714,0.3889,0.4148,0.4277,0.4323,0.4155,0.1636,0.1664,0.34441,0.0092092649
500,0.075,0.3,sigmoid,,,,,0.3885,0.3694,0.3482,0.328,0.3108,0.2983,0.2748,0.2508,0.2371,0.2236,0.30294999999999994,0.0028637405,0.3079,0.3487,0.3877,0.409,0.4271,0.4469,0.4484,0.4261,0.168,0.1711,0.35409,0.010244610899999998
500,0.075,0.3,linear,,,,,0.3758,0.3471,0.3291,0.3121,0.2955,0.2813,0.2602,0.2428,0.2286,0.214,0.28865,0.0025388825000000007,0.3036,0.3386,0.3686,0.3882,0.4003,0.416,0.4209,0.4066,0.1484,0.1515,0.33427,0.0096775061
500,0.075,0.5,sigmoid,,,,,0.4013,0.3662,0.3482,0.328,0.3108,0.2983,0.2739,0.2508,0.2378,0.2236,0.30389,0.0030527229,0.3206,0.3477,0.3873,0.4089,0.4268,0.4466,0.4467,0.4254,0.1667,0.1704,0.35470999999999997,0.0101629209
500,0.075,0.5,linear,,,,,0.3567,0.3312,0.3376,0.3105,0.2917,0.2845,0.2639,0.246,0.23,0.2159,0.2868,0.00204711,0.2887,0.3158,0.3641,0.3759,0.3945,0.4123,0.4125,0.3978,0.1471,0.1515,0.32602,0.009266983599999999
1000,0.001,0.3,sigmoid,,,,,0.3949,0.3535,0.3376,0.3201,0.2981,0.2866,0.2712,0.2516,0.235,0.2204,0.2969,0.002750625999999999,0.327,0.3434,0.3697,0.3934,0.4084,0.4246,0.4304,0.4183,0.1584,0.1609,0.3434499999999999,0.0094989325
1000,0.001,0.3,linear,,,,,0.4013,0.3535,0.3376,0.3169,0.307,0.2919,0.273,0.25,0.235,0.2217,0.29879,0.0028508169,0.3206,0.3323,0.3693,0.3886,0.4119,0.4261,0.4308,0.4153,0.1625,0.1662,0.34236,0.0091810644
1000,0.001,0.5,sigmoid,,,,,0.414,0.3631,0.3376,0.3201,0.3019,0.2887,0.2712,0.2548,0.2385,0.2236,0.30135,0.0031400144999999997,0.3376,0.3498,0.3705,0.3923,0.4117,0.4281,0.4319,0.4206,0.161,0.1629,0.34664,0.009457632399999999
1000,0.001,0.5,linear,,,,,0.4013,0.3535,0.3397,0.3169,0.307,0.2919,0.273,0.2484,0.235,0.2217,0.29883999999999994,0.0028834243999999996,0.3206,0.3323,0.3701,0.388,0.412,0.4265,0.4308,0.414,0.1622,0.1664,0.34229,0.0091729909
1000,0.075,0.3,sigmoid,,,,,0.4076,0.3631,0.3461,0.328,0.3108,0.2972,0.2739,0.2516,0.2385,0.2229,0.30397,0.0031185881000000007,0.3227,0.3413,0.3849,0.4057,0.4251,0.4441,0.4448,0.4238,0.1667,0.1699,0.35290000000000005,0.010002058
1000,0.075,0.3,linear,,,,,0.3758,0.3471,0.327,0.3121,0.2955,0.2813,0.2611,0.2436,0.2286,0.2146,0.28867000000000004,0.0025011001000000005,0.2994,0.3386,0.367,0.3889,0.4002,0.4159,0.4214,0.407,0.1486,0.1518,0.33388000000000007,0.0096948996
1000,0.075,0.5,sigmoid,,,,,0.4076,0.3631,0.3503,0.3296,0.3083,0.2972,0.273,0.2524,0.2385,0.2242,0.30442,0.0031369635999999998,0.3227,0.3413,0.387,0.4076,0.4233,0.4444,0.4439,0.4236,0.1666,0.17,0.3530399999999999,0.009996930400000001
1000,0.075,0.5,linear,,,,,0.3567,0.3312,0.3376,0.3121,0.293,0.2845,0.263,0.246,0.2307,0.2159,0.28707000000000005,0.0020526201000000003,0.2887,0.3158,0.3641,0.3771,0.3961,0.4126,0.4123,0.3981,0.1479,0.1517,0.32643999999999995,0.0092715984
300,0.0025,0.5,linear,relu,1,100,0.65,0.3885,0.3631,0.3461,0.328,0.3045,0.2909,0.273,0.2516,0.2335,0.2204,0.29996,0.0028656083999999997,0.3163,0.3439,0.3821,0.4052,0.414,0.4316,0.4366,0.4191,0.1617,0.165,0.34754999999999997,0.009790114499999999
300,0.0025,0.5,linear,relu,1,100,0.8,0.4013,0.3599,0.3376,0.3201,0.3083,0.2866,0.2702,0.254,0.2357,0.221,0.29947,0.0029292640999999996,0.3248,0.3487,0.3782,0.3996,0.4202,0.4298,0.4355,0.4214,0.1595,0.1622,0.34798999999999997,0.0099115109
300,0.0025,0.5,linear,relu,2,100,0.65,0.3949,0.3662,0.3418,0.3201,0.307,0.2877,0.2721,0.2532,0.2328,0.2217,0.29975000000000007,0.0029354744999999997,0.3185,0.354,0.3834,0.4022,0.4225,0.4338,0.4427,0.424,0.1644,0.1684,0.35139,0.009860322900000001
300,0.0025,0.5,linear,relu,2,100,0.8,0.4076,0.3471,0.327,0.3073,0.2994,0.2919,0.2675,0.2452,0.2314,0.2191,0.29435,0.002963526500000001,0.3397,0.3179,0.3501,0.3676,0.3935,0.4148,0.4143,0.3986,0.1559,0.1602,0.33126,0.008422098399999998
400,0.0025,0.5,linear,relu,1,100,0.65,0.3885,0.3694,0.3461,0.3264,0.3096,0.2909,0.273,0.254,0.2371,0.2242,0.30192,0.0028155936,0.3121,0.3482,0.3855,0.4042,0.4198,0.433,0.4377,0.4204,0.1624,0.1659,0.34892,0.0099120936
400,0.0025,0.5,linear,relu,1,100,0.8,0.4013,0.3567,0.3503,0.3248,0.2981,0.2856,0.2675,0.254,0.2364,0.2236,0.29983,0.0029886560999999997,0.3206,0.3466,0.3834,0.4038,0.413,0.4312,0.4365,0.4212,0.1658,0.1683,0.34904,0.009493536399999999
400,0.0025,0.5,linear,relu,2,100,0.65,0.3949,0.3599,0.3482,0.3232,0.307,0.2887,0.2712,0.254,0.2357,0.2229,0.30057,0.0028653280999999995,0.3142,0.3349,0.3813,0.3987,0.4178,0.4291,0.4338,0.4167,0.1616,0.1659,0.34540000000000004,0.009636178
400,0.0025,0.5,linear,relu,2,100,0.8,0.3949,0.3503,0.3291,0.3121,0.3045,0.2887,0.2702,0.2508,0.2321,0.2172,0.29499,0.0027201188999999995,0.3227,0.3365,0.3661,0.3871,0.4097,0.4229,0.4287,0.4119,0.1577,0.1601,0.34034,0.009357510400000001
500,0.0025,0.5,linear,relu,1,100,0.65,0.3758,0.3631,0.3397,0.3296,0.3019,0.2877,0.2702,0.2516,0.2328,0.2204,0.29728000000000004,0.0026343015999999997,0.3121,0.3508,0.3786,0.4059,0.4132,0.4314,0.4345,0.4157,0.1592,0.1622,0.34636,0.0098997744
500,0.0025,0.5,linear,relu,1,100,0.8,0.3885,0.3599,0.3439,0.3201,0.307,0.2898,0.2702,0.2508,0.2378,0.2217,0.29897,0.0027202321,0.3079,0.3439,0.383,0.3984,0.4186,0.433,0.4356,0.4172,0.1651,0.1677,0.34703999999999996,0.009601302400000001
500,0.0025,0.5,linear,relu,2,100,0.65,0.3885,0.3599,0.3439,0.3296,0.3032,0.2909,0.2748,0.2516,0.235,0.2197,0.29971,0.0027966529000000005,0.3163,0.3386,0.3759,0.4014,0.4139,0.4319,0.4351,0.4147,0.1604,0.163,0.34512,0.0097476356
500,0.0025,0.5,linear,relu,2,100,0.8,0.3822,0.3439,0.3185,0.3073,0.2968,0.2866,0.2702,0.2508,0.235,0.2204,0.29117000000000004,0.0022359540999999997,0.3227,0.3248,0.3438,0.3664,0.3897,0.4094,0.4139,0.4001,0.1568,0.1601,0.32876999999999995,0.0082266521
600,0.0025,0.5,linear,relu,1,100,0.65,0.3822,0.3567,0.3546,0.3296,0.3083,0.2919,0.2748,0.2556,0.2371,0.2217,0.30125,0.0026641625,0.3057,0.345,0.3937,0.4102,0.4204,0.4359,0.4399,0.4204,0.1641,0.1657,0.3501,0.010141956
600,0.0025,0.5,linear,relu,1,100,0.8,0.3949,0.3567,0.3503,0.3296,0.3019,0.2887,0.2712,0.2532,0.2378,0.2223,0.30066000000000004,0.0028679904,0.3185,0.3413,0.3823,0.4042,0.4146,0.4297,0.4346,0.4209,0.1673,0.1696,0.34829999999999994,0.009365264000000002
600,0.0025,0.5,linear,relu,2,100,0.65,0.3885,0.3535,0.3418,0.3185,0.3096,0.2951,0.2739,0.2516,0.2371,0.221,0.29906,0.0026112504000000004,0.3121,0.3264,0.3746,0.3921,0.4136,0.4305,0.4329,0.4105,0.1588,0.1621,0.34136,0.0096546164
600,0.0025,0.5,linear,relu,2,100,0.8,0.3758,0.3471,0.3291,0.3153,0.2968,0.2845,0.2675,0.2492,0.2314,0.2159,0.29125999999999996,0.0023947224000000007,0.3079,0.3264,0.3551,0.3834,0.3976,0.4125,0.4212,0.4088,0.1573,0.1584,0.33286000000000004,0.0089075884
