epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,NDCG@5,0.4268,0.3917,0.3758,0.3487,0.3389,0.3132,0.2903,0.2739,0.2548,0.2408,0.32549,0.0034117489,0.3673,0.3949,0.4244,0.4469,0.4796,0.4948,0.5014,0.4679,0.1955,0.2006,0.39733,0.011561516099999999
500,0.001,NDCG@10,0.4268,0.3885,0.3694,0.3503,0.3325,0.3132,0.2939,0.2755,0.2562,0.242,0.32483000000000006,0.0032242041000000014,0.3631,0.3816,0.415,0.4459,0.4719,0.4914,0.5002,0.4639,0.1929,0.1988,0.39247,0.0114483641
500,0.001,P@5,0.4459,0.3981,0.3715,0.3615,0.3414,0.3153,0.2921,0.2739,0.2541,0.2414,0.32952,0.003932305600000001,0.3822,0.397,0.4204,0.4548,0.4853,0.4974,0.5039,0.4696,0.1966,0.2034,0.40106,0.011615914400000002
500,0.001,P@10,0.4076,0.3981,0.3737,0.3567,0.335,0.3185,0.2948,0.2739,0.259,0.2414,0.32587,0.003054584100000001,0.3482,0.3859,0.4178,0.4496,0.4733,0.4952,0.5037,0.4672,0.1977,0.2002,0.39388,0.0115835296
500,0.001,ERR@10,0.4459,0.3917,0.3715,0.3471,0.3325,0.3132,0.2894,0.2739,0.259,0.2446,0.32688,0.0036575236000000004,0.3864,0.3901,0.4172,0.4399,0.4755,0.49,0.4987,0.4656,0.199,0.2051,0.39674999999999994,0.010829750499999999
500,1e-05,NDCG@5,0.3885,0.379,0.3631,0.3439,0.3287,0.31,0.2939,0.2747,0.2562,0.2427,0.31806999999999996,0.0023519541000000003,0.3291,0.3646,0.3981,0.4299,0.4589,0.4786,0.4897,0.457,0.1937,0.1993,0.37989,0.0106915909
500,1e-05,NDCG@10,0.4013,0.3885,0.3609,0.3408,0.3325,0.3047,0.2939,0.2747,0.2555,0.2408,0.31936000000000003,0.0026959824,0.3503,0.3901,0.4161,0.4356,0.4713,0.4844,0.4991,0.4623,0.1904,0.1972,0.38967999999999997,0.0113998796
500,1e-05,P@5,0.3822,0.3694,0.3482,0.3392,0.3312,0.3057,0.2912,0.2731,0.2555,0.2401,0.31358,0.0020964155999999992,0.3312,0.3689,0.3916,0.4273,0.4633,0.4755,0.4856,0.4541,0.1955,0.1999,0.37929,0.010404902899999999
500,1e-05,P@10,0.4331,0.3885,0.3694,0.3615,0.3376,0.311,0.2921,0.2747,0.2611,0.2433,0.32723,0.0033697101,0.3609,0.3901,0.4192,0.4513,0.4786,0.4897,0.5014,0.4701,0.1986,0.2014,0.39613,0.011390132100000002
500,1e-05,ERR@10,0.3885,0.3726,0.3567,0.3408,0.3261,0.3068,0.2875,0.2731,0.2541,0.2414,0.31476000000000004,0.0022952044000000005,0.3291,0.3678,0.3999,0.4309,0.4572,0.4758,0.4865,0.4561,0.1908,0.1973,0.3791399999999999,0.010716594400000001
1000,0.001,NDCG@5,0.414,0.3854,0.3737,0.3471,0.3325,0.3132,0.2912,0.2763,0.2576,0.2427,0.32337000000000005,0.0029428361,0.3503,0.3843,0.4166,0.4409,0.4706,0.4888,0.498,0.4645,0.1935,0.198,0.39054999999999995,0.0113852225
1000,0.001,NDCG@10,0.4268,0.3917,0.3758,0.3615,0.3414,0.3142,0.2921,0.2747,0.2569,0.2439,0.32789999999999997,0.0033853840000000004,0.3588,0.3875,0.4195,0.4512,0.4812,0.4917,0.5027,0.4661,0.202,0.2082,0.39689,0.0110668729
1000,0.001,P@5,0.4522,0.3981,0.3779,0.3583,0.3401,0.3153,0.2966,0.2787,0.2604,0.2465,0.33241,0.0038489429,0.3885,0.3997,0.4331,0.4626,0.4884,0.5002,0.5103,0.4794,0.2017,0.2078,0.40717,0.011722140099999999
1000,0.001,P@10,0.4395,0.3949,0.38,0.3567,0.3414,0.3142,0.2948,0.2747,0.259,0.2414,0.32965999999999995,0.003698168399999999,0.38,0.3944,0.4309,0.4574,0.4851,0.4962,0.5048,0.4712,0.1977,0.2023,0.402,0.011720043999999999
1000,0.001,ERR@10,0.4331,0.3981,0.3737,0.3487,0.335,0.3163,0.2985,0.2763,0.2583,0.242,0.328,0.0034460119999999996,0.3694,0.3928,0.4229,0.4485,0.4769,0.493,0.5071,0.4713,0.1979,0.202,0.39818000000000003,0.0114996856
1000,1e-05,NDCG@5,0.414,0.3949,0.3715,0.3599,0.3401,0.3195,0.2957,0.2771,0.259,0.2427,0.32744,0.0030668183999999986,0.3588,0.3907,0.4185,0.4549,0.4809,0.4962,0.5041,0.4703,0.2003,0.2033,0.3978,0.011524092
1000,1e-05,NDCG@10,0.4268,0.3981,0.3779,0.3503,0.3389,0.311,0.2948,0.2763,0.259,0.2433,0.32764,0.0033779484000000005,0.3631,0.3992,0.4289,0.4463,0.4817,0.4948,0.5041,0.4687,0.2003,0.2033,0.39904,0.0114121344
1000,1e-05,P@5,0.3885,0.3758,0.3588,0.3487,0.3389,0.3132,0.293,0.2779,0.2583,0.2427,0.31958000000000003,0.002282029600000001,0.3291,0.3673,0.3979,0.4319,0.4678,0.4803,0.4913,0.4612,0.1934,0.1982,0.38184,0.011035312400000002
1000,1e-05,P@10,0.4459,0.3949,0.38,0.3551,0.3439,0.3174,0.2975,0.2731,0.2562,0.2414,0.33054,0.0038714144,0.3822,0.3938,0.4223,0.4507,0.4856,0.497,0.5059,0.4668,0.1983,0.2025,0.40051,0.011552300899999998
1000,1e-05,ERR@10,0.4204,0.3917,0.38,0.3551,0.3325,0.3195,0.2994,0.2763,0.2569,0.2433,0.32751,0.0031844109000000002,0.3609,0.3838,0.4251,0.45,0.475,0.4968,0.5083,0.4711,0.1934,0.2008,0.39652,0.0118943696
1500,0.001,NDCG@5,0.414,0.3885,0.3737,0.3551,0.3376,0.31,0.2903,0.2755,0.2562,0.2427,0.32436,0.0030771684,0.3546,0.3838,0.418,0.4471,0.4746,0.4863,0.4978,0.465,0.1936,0.1998,0.39206,0.011371926400000001
1500,0.001,NDCG@10,0.4713,0.4236,0.3949,0.3583,0.3452,0.3153,0.2994,0.2787,0.264,0.2452,0.33959000000000006,0.004838208899999999,0.4076,0.4225,0.4405,0.4619,0.4947,0.5067,0.518,0.4856,0.2131,0.2159,0.41665,0.011369240499999999
1500,0.001,P@5,0.4268,0.3822,0.3694,0.3487,0.3338,0.311,0.2894,0.2755,0.2576,0.2427,0.32371,0.0031458589000000004,0.3631,0.379,0.4145,0.4407,0.4698,0.4848,0.4952,0.4629,0.1931,0.197,0.39000999999999997,0.011177048899999997
1500,0.001,P@10,0.4331,0.3854,0.3694,0.3519,0.3389,0.3153,0.2948,0.2739,0.2562,0.2408,0.32597000000000004,0.0033652961000000003,0.3779,0.3806,0.4177,0.4427,0.4731,0.4867,0.4991,0.4641,0.1939,0.1973,0.39331,0.011290840900000002
1500,0.001,ERR@10,0.4586,0.4045,0.3949,0.3694,0.3503,0.3217,0.2975,0.2747,0.259,0.2414,0.3372,0.004482046000000001,0.3949,0.4002,0.4398,0.4661,0.4943,0.5057,0.5138,0.4767,0.2015,0.2041,0.40971,0.012171382900000001
1500,1e-05,NDCG@5,0.4331,0.3917,0.3737,0.3583,0.3427,0.3121,0.2939,0.2739,0.259,0.2452,0.32836,0.0034284344000000003,0.3694,0.3896,0.4164,0.4486,0.4794,0.4881,0.5033,0.4674,0.1958,0.2002,0.39582,0.011439801599999999
1500,1e-05,NDCG@10,0.4459,0.414,0.3864,0.3583,0.3376,0.3174,0.2966,0.2747,0.2611,0.2414,0.33333999999999997,0.0041346444,0.3779,0.4161,0.4478,0.4653,0.4919,0.509,0.5163,0.4772,0.206,0.2074,0.41149,0.0120519249
1500,1e-05,P@5,0.4076,0.3822,0.3715,0.3551,0.3363,0.3185,0.2912,0.2755,0.2569,0.2401,0.32348999999999994,0.0028748308999999995,0.3524,0.3785,0.4148,0.4475,0.4725,0.4901,0.4965,0.4652,0.1929,0.197,0.39074,0.0115382784
1500,1e-05,P@10,0.414,0.4076,0.38,0.3567,0.3376,0.3195,0.2912,0.2747,0.2534,0.2376,0.32723,0.0035350780999999997,0.3546,0.4225,0.4404,0.4683,0.4956,0.5198,0.5194,0.4867,0.2006,0.205,0.41129,0.013063982899999998
1500,1e-05,ERR@10,0.4204,0.3917,0.3758,0.3535,0.3427,0.3174,0.2975,0.2763,0.2569,0.2433,0.32755,0.0031689405000000005,0.3567,0.3864,0.4226,0.4498,0.4823,0.4959,0.5062,0.4685,0.1932,0.1987,0.39603,0.012012176099999999
2000,0.001,NDCG@5,0.4395,0.4076,0.3758,0.3551,0.3401,0.3174,0.2994,0.2755,0.2569,0.2414,0.33087,0.0038093040999999995,0.3715,0.4087,0.4296,0.4564,0.487,0.5025,0.5133,0.4747,0.1999,0.2046,0.40481999999999996,0.011942613599999997
2000,0.001,NDCG@10,0.4331,0.3949,0.38,0.3599,0.3427,0.3195,0.2985,0.2763,0.2604,0.2452,0.33105,0.0034407284999999994,0.3694,0.4023,0.4351,0.4645,0.4915,0.505,0.5138,0.4758,0.1989,0.2039,0.40602,0.012296125600000003
2000,0.001,P@5,0.4395,0.3981,0.38,0.3583,0.3389,0.3185,0.2894,0.2739,0.2562,0.2433,0.32960999999999996,0.003789758900000001,0.3715,0.3928,0.425,0.453,0.4809,0.4994,0.5032,0.4687,0.198,0.2028,0.39953,0.0115782821
2000,0.001,P@10,0.4395,0.3917,0.3715,0.3567,0.3389,0.3217,0.2975,0.2779,0.259,0.2439,0.32982999999999996,0.0034604961000000004,0.3715,0.3854,0.4186,0.4502,0.4791,0.4971,0.5043,0.4694,0.1973,0.2042,0.39771,0.0114643969
2000,0.001,ERR@10,0.4268,0.4013,0.38,0.3599,0.3427,0.3163,0.293,0.2755,0.2597,0.2427,0.32979,0.0035099109000000005,0.3673,0.4018,0.4315,0.4578,0.4897,0.5033,0.5075,0.4749,0.2009,0.2048,0.4039499999999999,0.011887668499999999
2000,1e-05,NDCG@5,0.414,0.3885,0.3822,0.3519,0.3401,0.3174,0.2921,0.2739,0.2562,0.2395,0.32558000000000004,0.003196841600000001,0.3461,0.3912,0.4295,0.4469,0.4804,0.4969,0.5017,0.4672,0.1931,0.1987,0.39517,0.011986102100000002
2000,1e-05,NDCG@10,0.4777,0.4395,0.3992,0.3758,0.3503,0.3248,0.303,0.2771,0.2562,0.2408,0.34443999999999997,0.005597630400000001,0.414,0.4607,0.4757,0.501,0.5222,0.5375,0.5456,0.5082,0.2123,0.2163,0.43935,0.014005042499999999
2000,1e-05,P@5,0.414,0.3917,0.3758,0.3519,0.3338,0.3132,0.2939,0.2763,0.2576,0.2433,0.32515,0.0030447145,0.3503,0.3832,0.4235,0.4486,0.4754,0.4887,0.5017,0.4674,0.1962,0.2009,0.39359,0.011486940900000001
2000,1e-05,P@10,0.4459,0.3917,0.3694,0.3567,0.3376,0.3142,0.293,0.2739,0.2555,0.242,0.32799,0.003758240900000002,0.3779,0.3944,0.4216,0.4565,0.4808,0.4964,0.506,0.4702,0.1958,0.2017,0.40013,0.0117184581
2000,1e-05,ERR@10,0.465,0.4013,0.3715,0.3599,0.3427,0.3227,0.3003,0.2771,0.2583,0.2439,0.33426999999999996,0.004219180100000001,0.397,0.4039,0.424,0.4607,0.4866,0.5058,0.5151,0.4791,0.1927,0.1973,0.40621999999999997,0.0126156416
