epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.001,P@5,0.4076,0.3376,0.3057,0.2882,0.2777,0.2665,0.2502,0.2389,0.2243,0.2115,0.28082,0.003088005600000001,0.3567,0.3493,0.3603,0.3743,0.391,0.4112,0.4165,0.4025,0.1456,0.1494,0.33568,0.0093315996
1000,0.001,P@10,0.3949,0.3312,0.31,0.2994,0.2879,0.2728,0.2539,0.2436,0.2243,0.2121,0.28301,0.002684252899999999,0.3524,0.337,0.3557,0.3742,0.3917,0.4104,0.4133,0.4023,0.1419,0.146,0.33249,0.0094777729
1000,0.001,ERR@10,0.4013,0.3439,0.3185,0.3073,0.2892,0.2696,0.2548,0.2389,0.2258,0.214,0.28633,0.0030434441,0.3376,0.3434,0.3633,0.3879,0.4025,0.4153,0.4176,0.3979,0.1506,0.1567,0.33727999999999997,0.0091202396
1000,1e-05,NDCG@5,0.3885,0.3567,0.3333,0.3041,0.293,0.2771,0.2575,0.2412,0.2243,0.2115,0.28872,0.0030300296000000003,0.3376,0.3572,0.3755,0.3876,0.4061,0.4241,0.4275,0.4137,0.1523,0.1565,0.34380999999999995,0.0097115949
1000,1e-05,NDCG@10,0.3631,0.3312,0.3057,0.2994,0.2904,0.2749,0.2539,0.2381,0.2243,0.2108,0.27918,0.0021019296,0.3163,0.328,0.3439,0.3687,0.3921,0.407,0.4106,0.3951,0.1402,0.1438,0.32457,0.0092802001
1000,1e-05,P@5,0.3885,0.3376,0.3291,0.3089,0.2955,0.276,0.2593,0.2404,0.2265,0.214,0.28758,0.0027232616,0.3291,0.3381,0.3685,0.3827,0.4044,0.4159,0.4212,0.4048,0.1545,0.1585,0.33777,0.0090761381
1000,1e-05,P@10,0.3885,0.3471,0.3121,0.3041,0.2917,0.276,0.2611,0.2444,0.2265,0.2146,0.28661,0.0026365829,0.3248,0.3392,0.353,0.3806,0.4001,0.4151,0.4198,0.4081,0.1468,0.1524,0.33399,0.0094465509
1000,1e-05,ERR@10,0.4331,0.3439,0.3227,0.3073,0.2955,0.2771,0.2621,0.2444,0.2279,0.2121,0.29261,0.0037662528999999985,0.3652,0.3392,0.3646,0.3851,0.4036,0.4158,0.4212,0.4045,0.1472,0.1494,0.33958000000000005,0.009731757600000002
1500,0.001,NDCG@5,0.4076,0.3376,0.3036,0.2882,0.2764,0.2675,0.2511,0.2404,0.2243,0.2127,0.28094,0.0030419244000000007,0.3567,0.3493,0.3588,0.3739,0.3897,0.4114,0.4163,0.4025,0.1453,0.1497,0.33536,0.0093070904
1500,0.001,NDCG@10,0.4013,0.3471,0.3291,0.3041,0.293,0.2728,0.2611,0.2436,0.2251,0.2146,0.28917999999999994,0.0030559175999999993,0.3418,0.3439,0.3671,0.3823,0.4006,0.4101,0.4192,0.4051,0.1494,0.1545,0.33740000000000003,0.009231018
1500,0.001,P@5,0.3949,0.3312,0.3079,0.2994,0.2841,0.2718,0.2539,0.2428,0.2251,0.2127,0.28237999999999996,0.0026613975999999996,0.3524,0.337,0.3542,0.3739,0.3889,0.4094,0.4127,0.4013,0.1421,0.1464,0.33182999999999996,0.0093742041
1500,0.001,P@10,0.3949,0.3344,0.3121,0.2994,0.2854,0.2728,0.2539,0.2436,0.2243,0.2121,0.28328999999999993,0.0027259968999999986,0.3524,0.3402,0.3571,0.3751,0.3913,0.411,0.4139,0.4029,0.1425,0.1466,0.3333,0.009472944
1500,0.001,ERR@10,0.3949,0.3344,0.3121,0.2994,0.2854,0.2728,0.2539,0.2436,0.2251,0.2121,0.28336999999999996,0.002716616099999999,0.3524,0.3402,0.3571,0.3751,0.3905,0.4105,0.4138,0.4028,0.1429,0.1466,0.33319,0.009437720899999998
1500,1e-05,NDCG@5,0.3758,0.3471,0.327,0.3137,0.2943,0.2792,0.2648,0.2468,0.23,0.2153,0.2894,0.002436564000000001,0.3206,0.3439,0.3757,0.398,0.4124,0.4247,0.4324,0.4148,0.1586,0.1631,0.34442,0.009558291600000001
1500,1e-05,NDCG@10,0.3822,0.3344,0.3121,0.301,0.2904,0.276,0.2593,0.2452,0.2265,0.2134,0.28405,0.002377308499999999,0.327,0.3376,0.3562,0.3742,0.3931,0.4128,0.4187,0.4027,0.1482,0.1513,0.33218000000000003,0.009163467599999999
1500,1e-05,P@5,0.3694,0.328,0.327,0.3105,0.2943,0.2749,0.2575,0.2428,0.2286,0.2166,0.28496,0.0021971704000000006,0.31,0.3275,0.363,0.379,0.3975,0.4064,0.4146,0.4005,0.1525,0.1577,0.33087,0.008760284100000001
1500,1e-05,P@10,0.4013,0.3439,0.3227,0.301,0.293,0.2771,0.2602,0.246,0.2265,0.2127,0.28844,0.002946584399999999,0.3376,0.3408,0.3624,0.3773,0.4008,0.4168,0.4208,0.4068,0.149,0.1525,0.33648,0.009399855600000001
1500,1e-05,ERR@10,0.414,0.3631,0.3397,0.3137,0.2968,0.2824,0.2611,0.2452,0.2286,0.2134,0.2958,0.0035998759999999993,0.3418,0.3519,0.3746,0.3905,0.4052,0.4239,0.4272,0.414,0.1542,0.1567,0.344,0.009622288
2000,0.001,NDCG@5,0.3949,0.3344,0.31,0.2994,0.2854,0.2728,0.2539,0.2428,0.2251,0.2121,0.28307999999999994,0.002711333599999999,0.3524,0.3402,0.3556,0.3748,0.3902,0.4106,0.4135,0.402,0.143,0.1466,0.33288999999999996,0.009406588900000002
2000,0.001,NDCG@10,0.4076,0.3376,0.3015,0.2866,0.2764,0.2665,0.2502,0.2396,0.2236,0.2121,0.28017,0.0030611821000000004,0.3567,0.3493,0.3583,0.3735,0.3903,0.4111,0.4161,0.4026,0.1449,0.1495,0.33523000000000003,0.0093244521
2000,0.001,P@5,0.4076,0.3376,0.3057,0.2882,0.2777,0.2665,0.2502,0.2389,0.2236,0.2121,0.28081,0.003087684900000001,0.3567,0.3493,0.3603,0.3743,0.391,0.4112,0.4165,0.4025,0.1447,0.1493,0.33557999999999993,0.009369611600000003
2000,0.001,P@10,0.4076,0.3344,0.3015,0.2866,0.2764,0.2675,0.2502,0.2404,0.2243,0.2121,0.2801,0.0030085139999999995,0.3567,0.3482,0.358,0.3733,0.3901,0.4116,0.4159,0.4023,0.1449,0.1493,0.33503,0.0093241181
2000,0.001,ERR@10,0.3949,0.3344,0.31,0.2994,0.2854,0.2728,0.2539,0.2436,0.2251,0.2121,0.28315999999999997,0.002704946399999999,0.3524,0.3402,0.3556,0.3748,0.391,0.4107,0.4136,0.4026,0.1426,0.1466,0.33301,0.0094425129
2000,1e-05,NDCG@5,0.3885,0.3312,0.31,0.3041,0.2955,0.2792,0.2575,0.2444,0.2286,0.2134,0.28524000000000005,0.0024691944,0.3291,0.3275,0.3463,0.3728,0.3975,0.4122,0.4142,0.4,0.1457,0.1491,0.32944000000000007,0.0092095484
2000,1e-05,NDCG@10,0.3885,0.3376,0.3121,0.3057,0.2917,0.2792,0.2593,0.242,0.2251,0.2127,0.28539,0.0026043709000000007,0.3291,0.3333,0.3523,0.3774,0.3961,0.4143,0.4187,0.4004,0.1449,0.1487,0.33152,0.0094163896
2000,1e-05,P@5,0.3694,0.328,0.3121,0.3041,0.2955,0.276,0.2566,0.2428,0.2258,0.2121,0.28224,0.0021593104,0.3057,0.3174,0.3464,0.3723,0.3936,0.405,0.4097,0.3961,0.1418,0.1448,0.32328,0.0092465456
2000,1e-05,P@10,0.3822,0.3312,0.3121,0.3041,0.2892,0.276,0.2575,0.242,0.2258,0.2121,0.28322,0.0024172755999999993,0.3227,0.3275,0.355,0.3761,0.3934,0.4112,0.4147,0.401,0.1455,0.1499,0.3297,0.00921132
2000,1e-05,ERR@10,0.3885,0.3503,0.3206,0.3041,0.2841,0.2728,0.2566,0.242,0.2251,0.2115,0.28556,0.0028400844000000002,0.3248,0.3503,0.3651,0.3821,0.3959,0.4161,0.4227,0.4059,0.1474,0.1513,0.33616,0.0095392664
