epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4841,0.4713,0.4331,0.4108,0.386,0.3641,0.343,0.3217,0.3043,0.2841,0.38025000000000003,0.0042924124999999995,0.3949,0.4628,0.4813,0.4977,0.5175,0.5276,0.5359,0.4852,0.2766,0.2794,0.44589,0.0084653689
500,0.001,0.3,linear,,,,,0.4968,0.4777,0.4671,0.4363,0.4076,0.3769,0.353,0.3312,0.3156,0.2975,0.39596999999999993,0.004622864100000001,0.4076,0.4565,0.4931,0.5155,0.5273,0.5338,0.5415,0.4904,0.2861,0.2926,0.45444000000000007,0.008243084399999998
500,0.001,0.5,sigmoid,,,,,0.5032,0.4777,0.4416,0.4172,0.3898,0.3641,0.3421,0.3256,0.305,0.2879,0.38542000000000004,0.004846019599999999,0.4098,0.4671,0.4876,0.5054,0.522,0.5314,0.5359,0.4875,0.2773,0.2832,0.45072,0.0084628736
500,0.001,0.5,linear,,,,,0.5096,0.4777,0.465,0.4347,0.4076,0.3769,0.354,0.3312,0.3142,0.2968,0.39677,0.004882690100000002,0.4204,0.4565,0.4925,0.5131,0.5252,0.5329,0.5414,0.4898,0.286,0.2918,0.45496,0.008084894400000002
500,0.075,0.3,sigmoid,,,,,0.5223,0.4809,0.4692,0.4315,0.4089,0.3811,0.3585,0.3368,0.3163,0.2975,0.4003,0.0050946939999999994,0.4289,0.4623,0.4957,0.5145,0.5284,0.5347,0.5405,0.4908,0.2862,0.2903,0.45723,0.008183258099999997
500,0.075,0.3,linear,,,,,0.5096,0.4745,0.4459,0.422,0.3873,0.3673,0.3512,0.328,0.3093,0.2917,0.38868,0.0047623196,0.4204,0.4644,0.4774,0.501,0.5122,0.5187,0.5315,0.4784,0.2747,0.2791,0.44577999999999995,0.0080231436
500,0.075,0.5,sigmoid,,,,,0.5223,0.4873,0.4671,0.4315,0.4064,0.3822,0.3576,0.3368,0.3163,0.2994,0.40069,0.0051344329,0.4289,0.4628,0.4933,0.5142,0.528,0.536,0.54,0.4902,0.2863,0.2923,0.4572,0.008095020000000001
500,0.075,0.5,linear,,,,,0.5287,0.4682,0.4331,0.4204,0.386,0.3662,0.3503,0.3272,0.3071,0.2885,0.38757,0.0051352681,0.4395,0.4448,0.4589,0.4911,0.5015,0.5083,0.519,0.4699,0.2697,0.2745,0.43771999999999994,0.0074914215999999974
1000,0.001,0.3,sigmoid,,,,,0.4968,0.4873,0.4522,0.4252,0.3847,0.3673,0.3467,0.3225,0.3071,0.2892,0.3879,0.004994488000000001,0.4034,0.482,0.5025,0.5167,0.5255,0.5371,0.5434,0.4921,0.2856,0.2897,0.45779999999999993,0.008629837999999997
1000,0.001,0.3,linear,,,,,0.5096,0.4745,0.465,0.4347,0.4076,0.379,0.3558,0.3312,0.3135,0.2962,0.39671,0.0048325789000000004,0.4161,0.4528,0.4914,0.5121,0.5242,0.5327,0.5405,0.4888,0.2857,0.2914,0.45357000000000003,0.008078904099999997
