epochs,learning_rate,momentum,output function,hidden function,nb hidden layers,nb neurons,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
100,0.001,0.01,Identity,,,,0.4904,0.4777,0.4692,0.4299,0.3987,0.3769,0.3521,0.3264,0.3135,0.2968,0.39316,0.004580340399999999,0.4055,0.4666,0.5021,0.5107,0.524,0.5358,0.5403,0.4876,0.2839,0.2899,0.45464000000000004,0.008406612400000003
100,0.001,0.01,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
100,0.001,0.1,Identity,,,,0.4904,0.4777,0.4692,0.4315,0.4,0.3769,0.3521,0.3264,0.3128,0.2962,0.39332,0.0046167375999999994,0.4055,0.4666,0.5021,0.5111,0.5248,0.536,0.5404,0.4877,0.2834,0.2893,0.45469,0.008464800900000001
100,0.001,0.1,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
100,0.001,0.3,Identity,,,,0.4904,0.4777,0.4692,0.4315,0.4,0.3769,0.353,0.3264,0.3128,0.2962,0.39341,0.004609390899999999,0.4055,0.4666,0.5021,0.5111,0.5248,0.536,0.5409,0.4877,0.2838,0.2894,0.4547899999999999,0.008456392900000002
100,0.001,0.3,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
100,0.075,0.01,Identity,,,,0.4777,0.4522,0.4204,0.4045,0.3834,0.3705,0.3485,0.3272,0.3093,0.2892,0.37829,0.0034086329,0.3928,0.439,0.4553,0.4702,0.4972,0.5125,0.5194,0.47,0.2707,0.2734,0.43004999999999993,0.007453544499999999
100,0.075,0.01,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
100,0.075,0.1,Identity,,,,0.4777,0.465,0.4331,0.4061,0.3885,0.3737,0.3521,0.3328,0.3093,0.2917,0.383,0.0036094680000000002,0.3885,0.4496,0.4673,0.4863,0.5085,0.5243,0.5304,0.4808,0.2756,0.2804,0.43917,0.007976156099999998
100,0.075,0.1,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
100,0.075,0.3,Identity,,,,0.4777,0.4522,0.4204,0.4045,0.3834,0.3705,0.3485,0.3272,0.3093,0.2892,0.37829,0.0034086329,0.3928,0.439,0.4553,0.4702,0.4972,0.5125,0.5194,0.47,0.2707,0.2734,0.43004999999999993,0.007453544499999999
100,0.075,0.3,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
500,0.001,0.01,Identity,,,,0.5096,0.4777,0.465,0.4299,0.4038,0.3779,0.3549,0.3296,0.3121,0.2975,0.39580000000000004,0.004871774000000002,0.4161,0.4618,0.4977,0.5097,0.5252,0.5345,0.541,0.4884,0.2825,0.2892,0.45461,0.008337904900000002
500,0.001,0.01,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
500,0.001,0.1,Identity,,,,0.5096,0.4777,0.465,0.4299,0.4038,0.379,0.3549,0.3296,0.3121,0.2975,0.39591,0.004867944900000002,0.4161,0.4618,0.4977,0.5097,0.5252,0.5348,0.541,0.4885,0.2825,0.2892,0.45465,0.008343382500000001
500,0.001,0.1,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
500,0.001,0.3,Identity,,,,0.5096,0.4777,0.465,0.4299,0.4038,0.379,0.3549,0.3296,0.3121,0.2975,0.39591,0.004867944900000002,0.4161,0.4618,0.4977,0.5097,0.5252,0.5348,0.541,0.4885,0.2825,0.2892,0.45465,0.008343382500000001
500,0.001,0.3,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
500,0.075,0.01,Identity,,,,0.4777,0.465,0.4331,0.4061,0.3885,0.3737,0.3521,0.3328,0.3093,0.2917,0.383,0.0036094680000000002,0.3885,0.4496,0.4673,0.4863,0.5085,0.5243,0.5304,0.4808,0.2756,0.2804,0.43917,0.007976156099999998
500,0.075,0.01,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
500,0.075,0.1,Identity,,,,0.4777,0.465,0.4331,0.4061,0.3885,0.3737,0.3521,0.3328,0.3093,0.2917,0.383,0.0036094680000000002,0.3885,0.4496,0.4673,0.4863,0.5085,0.5243,0.5304,0.4808,0.2756,0.2804,0.43917,0.007976156099999998
500,0.075,0.1,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
500,0.075,0.3,Identity,,,,0.4777,0.465,0.4331,0.4061,0.3885,0.3737,0.3521,0.3328,0.3093,0.2917,0.383,0.0036094680000000002,0.3885,0.4496,0.4673,0.4863,0.5085,0.5243,0.5304,0.4808,0.2756,0.2804,0.43917,0.007976156099999998
500,0.075,0.3,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
1000,0.001,0.01,Identity,,,,0.5096,0.4777,0.465,0.4299,0.4038,0.379,0.3549,0.3296,0.3121,0.2975,0.39591,0.004867944900000002,0.4161,0.4618,0.4977,0.5106,0.5253,0.5349,0.5411,0.4886,0.2826,0.2893,0.4548,0.008352022
1000,0.001,0.01,Sigmoid,,,,0.1911,0.2102,0.2123,0.2373,0.2357,0.2335,0.2402,0.2365,0.2229,0.2115,0.22311999999999999,0.0002382176000000001,0.1656,0.1906,0.2218,0.2608,0.2858,0.3073,0.3298,0.2956,0.1365,0.1435,0.23372999999999994,0.0046153300999999996
1000,0.001,0.1,Identity,,,,0.5096,0.4777,0.465,0.4299,0.4038,0.379,0.3549,0.3296,0.3121,0.2975,0.39591,0.004867944900000002,0.4161,0.4618,0.4977,0.5106,0.5253,0.5354,0.5412,0.4886,0.2826,0.2893,0.45486000000000004,0.0083617804
