epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,NDCG@5,0.4013,0.3726,0.3355,0.3169,0.2981,0.293,0.273,0.2611,0.2435,0.2287,0.30236999999999997,0.0027592901,0.3631,0.3673,0.3859,0.4072,0.4262,0.4487,0.4518,0.4396,0.2298,0.2347,0.37543,0.0060246360999999995
500,0.001,NDCG@10,0.3949,0.3631,0.3355,0.3201,0.2968,0.2887,0.2712,0.2604,0.2442,0.2306,0.30055000000000004,0.002511438499999999,0.3609,0.3646,0.3854,0.4093,0.4253,0.4442,0.4468,0.437,0.2286,0.2346,0.37367,0.0059037021
500,0.001,P@5,0.3949,0.3662,0.3333,0.3217,0.2994,0.2919,0.2757,0.2619,0.2442,0.2312,0.30204,0.0024881764,0.3609,0.371,0.3845,0.4114,0.4292,0.4485,0.4537,0.4417,0.2319,0.2393,0.37721,0.0059455749
500,0.001,P@10,0.4013,0.3758,0.3355,0.3217,0.3032,0.2919,0.2775,0.2635,0.247,0.2325,0.30499,0.0026769068999999996,0.3631,0.3763,0.3875,0.4152,0.434,0.4526,0.4587,0.4442,0.2361,0.2419,0.38095999999999997,0.005986628399999999
500,0.001,ERR@10,0.3949,0.3535,0.3355,0.3232,0.3057,0.2919,0.2739,0.2564,0.242,0.2293,0.30063,0.0024705540999999994,0.3567,0.3577,0.3816,0.4081,0.4273,0.4441,0.4486,0.4341,0.2301,0.2357,0.37240000000000006,0.005852611999999999
500,1e-05,NDCG@5,0.414,0.379,0.3376,0.3248,0.3057,0.2941,0.2766,0.2627,0.2413,0.228,0.30638,0.0031494596,0.3673,0.3747,0.3872,0.4149,0.433,0.4492,0.4557,0.4417,0.2299,0.2359,0.37894999999999995,0.0061878045
500,1e-05,NDCG@10,0.3631,0.3471,0.3248,0.3121,0.2943,0.2803,0.2684,0.254,0.2406,0.2287,0.29134,0.0018358703999999996,0.3291,0.3503,0.3688,0.3921,0.408,0.4271,0.4347,0.4228,0.2168,0.2236,0.35733000000000004,0.005752700099999999
500,1e-05,P@5,0.3949,0.3503,0.3227,0.2994,0.2892,0.2813,0.2684,0.2556,0.2385,0.2261,0.29264000000000007,0.002418976399999999,0.3567,0.3556,0.3696,0.3873,0.4125,0.4317,0.4415,0.4312,0.2255,0.2296,0.36411999999999994,0.005540119599999999
500,1e-05,P@10,0.4076,0.3408,0.3227,0.2994,0.2828,0.2781,0.263,0.2484,0.235,0.2204,0.28982,0.0028089896,0.3694,0.3408,0.3672,0.3772,0.3978,0.4225,0.4303,0.415,0.2134,0.2178,0.35513999999999996,0.0055583064
500,1e-05,ERR@10,0.3822,0.3503,0.3376,0.3264,0.307,0.293,0.2757,0.2604,0.2449,0.2306,0.30080999999999997,0.0021500109,0.3397,0.3567,0.3813,0.4037,0.4183,0.4399,0.4455,0.427,0.2242,0.2287,0.3665,0.005962734
