,evaluation,tr_loss,va_loss
1,0,525323,0,314842,0,319631
2,0,257902,0,337764,0,347368
3,0,457539,0,324694,0,334662
4,0,503567,0,314453,0,318459
5,0,491157,0,321768,0,330054
6,0,513289,0,320923,0,327517
7,0,504142,0,323890,0,330817
8,0,521641,0,308044,0,313367
9,0,497126,0,315758,0,323987
10,0,514567,0,313277,0,316048
11,0,381469,0,334585,0,343805
12,0,483054,0,313515,0,324027
13,0,502320,0,323815,0,330590
14,0,496523,0,317798,0,325805
15,0,524198,0,309654,0,312890
16,0,493264,0,326347,0,335364
17,0,332238,0,334742,0,343747
18,0,450915,0,327733,0,337418
19,0,499270,0,318857,0,324153
20,0,243261,0,336798,0,346010
21,0,492266,0,322742,0,329462
22,0,496629,0,322201,0,330781
23,0,488540,0,316891,0,325250
24,0,507122,0,313831,0,317932
25,0,534052,0,315447,0,319205
26,0,523008,0,307057,0,312173
27,0,512540,0,308660,0,315496
28,0,282512,0,337746,0,347250
29,0,526509,0,308744,0,309266
30,0,516779,0,319575,0,323947
31,0,362479,0,334594,0,343623
32,0,520453,0,306111,0,310074
33,0,491436,0,319342,0,327270
34,0,508718,0,314344,0,320889
35,0,234786,0,334596,0,343458
36,0,448633,0,332897,0,341856
37,0,512647,0,323673,0,330021
38,0,467949,0,325159,0,334033
39,0,538186,0,311980,0,315583
40,0,498447,0,324528,0,331677
41,0,515768,0,306773,0,309788
42,0,525646,0,308049,0,312511
43,0,521993,0,308565,0,312067
44,0,345937,0,334895,0,345100
45,0,517601,0,307316,0,312320
46,0,462017,0,321989,0,332643
47,0,526851,0,318838,0,324466
48,0,493949,0,316828,0,324659
49,0,431790,0,334494,0,343232
50,0,520756,0,317900,0,319714
51,0,472111,0,321879,0,328596
52,0,527458,0,315427,0,321433
53,0,501139,0,329969,0,338015
54,0,473364,0,326910,0,334587
55,0,505958,0,319729,0,326622
56,0,494363,0,333488,0,342090
57,0,514330,0,310024,0,312949
58,0,473626,0,319155,0,329603
59,0,439839,0,331498,0,340189
60,0,497061,0,331797,0,340512
61,0,525462,0,310720,0,314243
62,0,502688,0,325278,0,332535
63,0,508332,0,318936,0,323239
64,0,478410,0,327166,0,335144
65,0,262992,0,334647,0,343505
66,0,506480,0,313227,0,317633
67,0,522157,0,310400,0,313730
68,0,507006,0,319269,0,325928
69,0,517133,0,309533,0,314001
70,0,515736,0,330675,0,338875
71,0,497204,0,328367,0,336492
72,0,518873,0,308959,0,311633
73,0,524301,0,312345,0,312911
74,0,487787,0,319308,0,327022
75,0,465548,0,330534,0,339571
76,0,476809,0,333014,0,341788
77,0,517734,0,332117,0,340245
78,0,371990,0,334500,0,343546
79,0,527206,0,310759,0,313025
80,0,526435,0,305271,0,309526
81,0,495374,0,318026,0,324442
82,0,508257,0,316394,0,321043
83,0,507047,0,314871,0,319660
84,0,511664,0,314524,0,319823
85,0,524201,0,325029,0,330967
86,0,439521,0,334094,0,342900
87,0,456143,0,330530,0,339526
88,0,490871,0,318521,0,326840
89,0,526365,0,318513,0,324378
90,0,505385,0,310021,0,314023
91,0,268397,0,337942,0,348578
92,0,525725,0,307733,0,312392
93,0,483769,0,316912,0,325583
94,0,383757,0,332898,0,343807
95,0,519382,0,309350,0,312974
96,0,258970,0,337046,0,346205
97,0,498454,0,330016,0,336721
98,0,499902,0,333026,0,341583
99,0,480387,0,332913,0,341417
100,0,509709,0,327957,0,335489
